MURDER,ATTEMPT_MURDER,CULPABLE_HOMICIDE,RAPE,CUSTODIAL_RAPE,KIDNAPPING_ABDUCTION,DACOITY,ROBBERY,BURGLARY,THEFT,AUTO_THEFT,RIOTS,CRIMINAL_BREACH_TRUST,CHEATING,ARSON,DOWRY_DEATHS,ASSAULT_WOMEN,INSULT_WOMEN,CRUELTY_WOMEN,IMPORTATION_GIRLS,DEATH_BY_NEGLIGENCE,OTHER_IPC,TOTAL_IPC,WOMEN_CRIME_CORE_TOTAL,VIOLENT_CRIME,PROPERTY_CRIME,ECONOMIC_OFFENCES,PUBLIC_ORDER_CRIME,WOMEN_CRIME_SHARE,YEAR,NEXT_YEAR_WOMEN_CRIME_SHARE,TARGET_YEAR
1.6582622857827065,1.2865564161699492,-1.0308652122622535,0.0655945535825914,-0.04338299745293485,1.0280318657219207,1.0185889364535545,0.5650477398648807,0.8726006065332673,0.7911482231110746,1.1881859992862527,0.9666002510479852,-0.11114469753309411,0.7398936141070392,1.3756356371605758,0.880618749825987,1.4334124527135506,0.6629145702831841,1.040226376401727,-0.11547076275706344,1.2840807931275913,0.7898100570162686,0.9585990567526197,1.0068951579357555,1.0450756487452473,0.8914500873734901,0.5872371966214841,0.9666002510479852,0.2062992679039075,2006,0.080084909301428,2007
1.4596911687223506,1.048903395818217,0.2246783629443348,0.5999154096155884,-0.04338299745293485,1.2358887388650734,0.8001766140825664,0.30041072634158533,0.8086689938426563,0.9045596447396484,0.5209109190979802,0.5445270811567869,0.23638601524759947,0.9909738260216026,0.14472897971300316,0.7805383116335695,1.3911231830053639,2.4896282146378352,-1.8955406768500718,-0.11547076275706344,1.2865348795394123,0.8736802518732757,0.9725213630259084,1.0005505636279028,0.8425773960927903,0.773668715985165,0.8523527772189492,0.5445270811567869,0.15786976779372555,2007,0.0547610742936867,2008
1.4907377797321675,1.0026599182312366,0.4267757385514971,0.745085214425313,-0.04338299745293485,1.2629140889714061,0.8001766140825664,0.30041072634158533,0.869542122434171,0.762379718303767,1.0119438972908774,0.25033782502988977,0.692451650715529,0.8927215555025458,-1.610983355527247,0.6661148895361714,1.1959152141980882,2.238921805276884,-1.8955406768500718,-0.11547076275706344,1.201154089427507,1.130011130212961,1.0511929213519222,0.8161604923558433,0.7991266103144351,0.7858380598891666,0.8216164025347119,0.25033782502988977,-0.3912668119513918,2008,0.0673615132213858,2009
1.0945317383866933,0.7447953963595391,-0.03587046990034576,0.4871153094007512,-0.04338299745293485,0.9271277451685426,0.08609743661719865,0.02454223789947159,0.9140417826494955,1.0367008700147349,0.9401587118752959,0.8964865632853406,0.934308725188539,1.3372677861215576,1.3164189862128284,0.7805383116335695,1.0763593481060234,1.9378436118438436,1.0313215060062455,-0.11547076275706344,1.293824002442161,0.6023253523854714,1.0624962377339617,1.0116140749787963,0.7493398737193205,0.9645628952253419,1.2414526280438458,0.8964865632853406,-0.005878966130322375,2001,0.0631144941325721,2002
1.1309530287456515,0.8561611812980463,0.5919013177029483,0.5167585589286923,-0.04338299745293485,1.0280318657219207,0.08609743661719865,0.02454223789947159,0.8252211356166334,1.1389636976540507,1.048724725342907,0.440628210866288,1.3543999612085553,1.2058779635257693,1.412807879874504,0.880618749825987,1.158282934519357,1.4679163958547865,1.0372738055421833,-0.11547076275706344,1.37373442263404,1.136324577250743,1.1250982352845955,0.9728874449485614,0.6215992599951101,1.03748042386315,1.2031532749276457,0.440628210866288,-0.2101264594693023,2002,0.0623490338164251,2003
1.1660250679993194,1.0026599182312366,-0.4030934246589593,0.7225573212887488,-0.04338299745293485,1.2629140889714061,0.25121990722167525,0.21835381517581845,1.0835952532172077,1.1969930405399694,0.8614399610632962,0.3985417872047262,1.2055485990513062,1.5630560386470544,1.0516450450482002,1.1563531725964724,1.1301102733917565,2.4149737680109125,0.40453797431278243,-0.11547076275706344,1.418695472556853,1.1092000453883109,1.1633366863492312,0.9973553524044136,0.7191984696029181,1.09011435808896,1.4754222025759864,0.3985417872047262,-0.22672514050679463,2003,0.0857758620689655,2004
1.1309530287456515,0.675195570333966,-0.4030934246589593,0.5167585589286923,-0.04338299745293485,1.0514010608872977,0.6184359488792972,0.1740249197047562,1.1538212205867124,1.3119340200038312,1.103388812602349,0.5237645846684873,0.7529866050493161,1.502596181031205,1.1329754351035488,1.1223225086181907,1.100758502673491,2.4996312168937256,1.1591568157489232,-0.11547076275706344,2.087944176443527,0.5616264558977223,1.2017947614780407,1.2411587370397392,0.6261893651263829,1.2212315688667617,1.3741635284705895,0.5237645846684873,0.2812756554604721,2004,0.0830121553513193,2005
1.1309530287456515,0.47699879543448936,-1.0308652122622535,0.6994121494047595,-0.04338299745293485,1.0852317917628451,0.7138574061962895,0.4433604265884439,1.030000144190044,1.4464899632025816,0.594365583334505,0.5579701763073612,0.9108273931494141,1.3779859545521569,1.1329754351035488,0.45632844654482935,0.9321510190134807,2.5804671677587843,1.0772558733263524,-0.11547076275706344,1.4361224506031087,1.0822487760383965,1.1775216041121197,1.1988127052668214,0.648767029390575,1.235010512522946,1.2750291586392692,0.5579701763073612,0.2213458520210285,2005,0.0948757763975155,2006
1.3020918799520442,0.7709685897791783,-0.4030934246589593,0.5999154096155884,-0.04338299745293485,1.0039649805236324,1.0185889364535545,0.26040841002739806,0.9169079086755544,1.299397544755394,1.0320539692907373,0.6088499819919087,0.8358596263829202,1.2402582479691129,0.8944618906092315,0.969554757961798,1.1415154834797099,2.476048787176461,1.1937767773012278,-0.11547076275706344,1.4555535266735538,1.017425999652801,1.1414411701010203,1.2565016872403036,0.7273437006822439,1.150704224557801,1.1430934886072872,0.6088499819919087,0.4786034231080643,2006,0.1079633544749823,2007
1.3241980234354098,0.9223761922308666,-0.03587046990034576,0.5999154096155884,-0.04338299745293485,1.3627752846927728,1.6463489060326453,0.4755168950146872,0.8540410034231855,1.3645408276337627,1.2744981768734165,0.46449882664902387,0.7529866050493161,1.4527466668683657,1.4988111435926492,1.2203553146729047,1.1126470070449648,2.4996312168937256,1.4511256490054856,-0.11547076275706344,1.502571488339763,1.0625856969011815,1.2167263421570702,1.406178072320456,0.8283448096499778,1.250267174489319,1.3276260693830035,0.46449882664902387,0.7624019812810395,2007,0.0955248391952921,2008
