CRIME_STATE,CRIME_DISTRICT,TOTAL_IPC,CANDIDATE_RANK,GIS_STATE,GIS_DISTRICT,SIMILARITY_SCORE
Uttar Pradesh,St.Ravidasnagar,574,2,Uttar Pradesh,Sant Kabeer Nagar,56.25
Uttar Pradesh,St.Ravidasnagar,574,3,Uttar Pradesh,Kushi Nagar,53.85
Uttarakhand,Udhamsingh Nagar,2234,1,Uttarakhand,Udam Singh Nagar,93.75
Uttarakhand,Udhamsingh Nagar,2234,2,Uttarakhand,Rudra Prayag,42.86
Uttarakhand,Udhamsingh Nagar,2234,3,Uttarakhand,Haridwar,41.67
Uttarakhand,Uttarkashi,92,1,Uttarakhand,Uttar Kashi,95.24
Uttarakhand,Uttarkashi,92,2,Uttarakhand,Pithoragarh,38.1
Uttarakhand,Uttarkashi,92,3,Uttarakhand,Almora,37.5
West Bengal,Asansol-Durgapur PC,4738,1,West Bengal,Bankura,38.46
West Bengal,Asansol-Durgapur PC,4738,2,West Bengal,Alipurduar,34.48
West Bengal,Asansol-Durgapur PC,4738,3,West Bengal,Dinajpur Uttar,30.3
West Bengal,Barrackpur PC,8087,1,West Bengal,Bankura,40.0
West Bengal,Barrackpur PC,8087,2,West Bengal,Jhargram,38.1
West Bengal,Barrackpur PC,8087,3,West Bengal,Dinajpur Uttar,37.04
West Bengal,Bidhannagar PC,3014,1,West Bengal,Bankura,38.1
West Bengal,Bidhannagar PC,3014,2,West Bengal,Dinajpur Uttar,35.71
West Bengal,Bidhannagar PC,3014,3,West Bengal,Purba Bardhaman,34.48
West Bengal,Burdwan,7694,1,West Bengal,Bankura,57.14
West Bengal,Burdwan,7694,2,West Bengal,Alipurduar,47.06
West Bengal,Burdwan,7694,3,West Bengal,Purba Bardhaman,45.45
West Bengal,Dakshin Dinajpur,2372,1,West Bengal,Dinajpur Uttar,53.33
West Bengal,Dakshin Dinajpur,2372,2,West Bengal,Dinajpur Dakshin,50.0
West Bengal,Dakshin Dinajpur,2372,3,West Bengal,Medinipur East,40.0
West Bengal,Howrah G. R. P.,5259,1,West Bengal,Howrah,66.67
West Bengal,Howrah G. R. P.,5259,2,West Bengal,Hooghly,31.58
West Bengal,Howrah G. R. P.,5259,3,West Bengal,Jhargram,30.0
West Bengal,Howrah PC,6273,1,West Bengal,Howrah,80.0
West Bengal,Howrah PC,6273,2,West Bengal,Hooghly,37.5
West Bengal,Howrah PC,6273,3,West Bengal,Jhargram,35.29
West Bengal,Howrah Rural,445,1,West Bengal,Howrah,66.67
West Bengal,Howrah Rural,445,2,West Bengal,Bankura,42.11
West Bengal,Howrah Rural,445,3,West Bengal,Hooghly,42.11
West Bengal,Jhargram Police District,803,1,West Bengal,Jhargram,50.0
West Bengal,Jhargram Police District,803,2,West Bengal,24 Paraganas South,33.33
West Bengal,Jhargram Police District,803,3,West Bengal,Medinipur East,31.58
West Bengal,Kharagpur G. R. P.,213,1,West Bengal,Dinajpur Uttar,41.38
West Bengal,Kharagpur G. R. P.,213,2,West Bengal,Jalpaiguri,40.0
West Bengal,Kharagpur G. R. P.,213,3,West Bengal,Alipurduar,40.0
West Bengal,Malda,6432,1,West Bengal,Maldah,90.91
West Bengal,Malda,6432,2,West Bengal,Nadia,60.0
West Bengal,Malda,6432,3,West Bengal,Alipurduar,53.33
West Bengal,North 24 Parganas,14867,1,West Bengal,24 Paraganas North,62.86
West Bengal,North 24 Parganas,14867,2,West Bengal,24 Paraganas South,62.86
West Bengal,North 24 Parganas,14867,3,West Bengal,Jhargram,40.0
West Bengal,Paschim Medinipur,5791,1,West Bengal,Paschim Bardhaman,58.82
West Bengal,Paschim Medinipur,5791,2,West Bengal,Medinipur East,58.06
West Bengal,Paschim Medinipur,5791,3,West Bengal,Medinipur West,58.06
West Bengal,Purab Medinipur,6778,1,West Bengal,Medinipur East,62.07
West Bengal,Purab Medinipur,6778,2,West Bengal,Medinipur West,62.07
West Bengal,Purab Medinipur,6778,3,West Bengal,Purba Bardhaman,46.67
West Bengal,Sealdah G. R. P.,655,1,West Bengal,Maldah,52.63
West Bengal,Sealdah G. R. P.,655,2,West Bengal,Jalpaiguri,43.48
West Bengal,Sealdah G. R. P.,655,3,West Bengal,Alipurduar,43.48
West Bengal,Siliguri G. R. P.,220,1,West Bengal,Jalpaiguri,50.0
West Bengal,Siliguri G. R. P.,220,2,West Bengal,Alipurduar,41.67
West Bengal,Siliguri G. R. P.,220,3,West Bengal,Dinajpur Uttar,35.71
West Bengal,Siliguri PC,4623,1,West Bengal,Jalpaiguri,57.14
West Bengal,Siliguri PC,4623,2,West Bengal,Medinipur East,40.0
West Bengal,Siliguri PC,4623,3,West Bengal,Medinipur West,40.0
West Bengal,South 24 Parganas,21049,1,West Bengal,24 Paraganas North,62.86
West Bengal,South 24 Parganas,21049,2,West Bengal,24 Paraganas South,62.86
West Bengal,South 24 Parganas,21049,3,West Bengal,Jhargram,40.0
West Bengal,Uttar Dinajpur,8312,1,West Bengal,Dinajpur Uttar,57.14
West Bengal,Uttar Dinajpur,8312,2,West Bengal,Dinajpur Dakshin,53.33
West Bengal,Uttar Dinajpur,8312,3,West Bengal,Medinipur East,42.86
