MURDER,ATTEMPT_MURDER,CULPABLE_HOMICIDE,RAPE,CUSTODIAL_RAPE,KIDNAPPING_ABDUCTION,DACOITY,ROBBERY,BURGLARY,THEFT,AUTO_THEFT,RIOTS,CRIMINAL_BREACH_TRUST,CHEATING,ARSON,DOWRY_DEATHS,ASSAULT_WOMEN,INSULT_WOMEN,CRUELTY_WOMEN,IMPORTATION_GIRLS,DEATH_BY_NEGLIGENCE,OTHER_IPC,TOTAL_IPC,WOMEN_CRIME_CORE_TOTAL,VIOLENT_CRIME,PROPERTY_CRIME,ECONOMIC_OFFENCES,PUBLIC_ORDER_CRIME,WOMEN_CRIME_SHARE,YEAR,NEXT_YEAR_WOMEN_CRIME_SHARE,TARGET_YEAR,STATE_UT,DISTRICT,REPORTING_UNIT_KEY,TEST_ROW_ID,PREDICTED_WOMEN_CRIME_SHARE,PREDICTED_WOMEN_CRIME_SHARE_CLIPPED,ABSOLUTE_ERROR,STATE_KEY,DISTRICT_KEY,GIS_EXACT_MATCH,GIS_MATCH_TYPE,GIS_MAPPED_STATE_KEY,GIS_MAPPED_DISTRICT_KEY,GIS_MAPPED,PREDICTED_RISK_BAND
22,17,0,42,0,99,12,24,49,148,53,24,22,47,8,1,77,0,85,0,77,410,1397,205,293,286,69,32,0.1467430207587688,2013,0.197565543071161,2014,Assam,DHEMAJI,ASSAM||DHEMAJI,164,0.1264269877012098,0.1264269877012098,0.0711385553699511,ASSAM,DHEMAJI,True,EXACT,ASSAM,DHEMAJI,True,HIGH
62,48,4,190,0,443,43,30,269,407,112,698,183,303,90,9,452,11,1080,0,77,1387,6857,1742,1272,861,486,788,0.2540469593116523,2013,0.2211659443590102,2014,Assam,DHUBRI,ASSAM||DHUBRI,167,0.2198266580264858,0.2198266580264858,0.0013392863325243,ASSAM,DHUBRI,True,EXACT,ASSAM,DHUBRI,True,HIGH
80,7,7,65,0,149,11,34,123,662,165,16,110,41,20,0,151,0,239,0,79,873,3529,455,504,995,151,36,0.1289317086993482,2013,0.1383526383526383,2014,Assam,DIBRUGARH,ASSAM||DIBRUGARH,170,0.100772081817462,0.100772081817462,0.0375805565351763,ASSAM,DIBRUGARH,True,EXACT,ASSAM,DIBRUGARH,True,HIGH
70,67,2,73,0,136,18,23,185,249,87,112,0,79,145,7,89,0,326,0,106,498,2322,495,478,562,79,257,0.2131782945736434,2013,0.2302706824247045,2014,Assam,GOALPARA,ASSAM||GOALPARA,173,0.1756944739455777,0.1756944739455777,0.0545762084791268,ASSAM,GOALPARA,True,EXACT,ASSAM,GOALPARA,True,HIGH
63,42,0,85,0,226,8,51,98,285,117,25,28,50,16,3,76,0,284,0,230,717,2844,448,551,559,78,41,0.1575246132208157,2013,0.109481582537517,2014,Assam,GOLAGHAT,ASSAM||GOLAGHAT,176,0.1354426256726186,0.1354426256726186,0.0259610431351016,ASSAM,GOLAGHAT,True,EXACT,ASSAM,GOLAGHAT,True,HIGH
61,20,12,103,0,451,10,244,828,2295,1082,52,176,476,8,15,207,0,561,0,189,6088,12162,886,1108,4459,652,60,0.0728498602203585,2013,0.0605762933857236,2014,Assam,GUWAHATI CITY,ASSAM||GUWAHATI CITY,181,0.0694064713422919,0.0694064713422919,0.0088301779565683,ASSAM,GUWAHATI CITY,False,UNMATCHED,,,False,MEDIUM
14,0,0,60,0,90,1,8,45,150,36,112,16,52,16,2,7,0,169,0,33,621,1414,238,180,240,68,128,0.1683168316831683,2013,0.161340206185567,2014,Assam,HAILAKANDI,ASSAM||HAILAKANDI,184,0.1555607062438271,0.1555607062438271,0.0057794999417398,ASSAM,HAILAKANDI,True,EXACT,ASSAM,HAILAKANDI,True,HIGH
67,18,3,79,0,197,2,33,166,510,199,25,73,166,18,0,117,0,307,0,103,1046,3478,503,516,910,239,43,0.1446233467510063,2013,0.1607717041800643,2014,Assam,JORHAT,ASSAM||JORHAT,188,0.1217756706747807,0.1217756706747807,0.0389960335052835,ASSAM,JORHAT,True,EXACT,ASSAM,JORHAT,True,HIGH
41,17,2,66,0,172,3,24,206,463,163,97,77,62,3,3,86,0,305,0,146,1339,3310,460,411,859,139,100,0.1389728096676737,2013,0.2470377019748653,2014,Assam,KAMRUP,ASSAM||KAMRUP,191,0.1334892285084536,0.1334892285084536,0.1135484734664116,ASSAM,KAMRUP,True,EXACT,ASSAM,KAMRUP,True,HIGH
23,15,0,8,0,58,7,9,43,96,62,25,21,15,71,0,16,0,39,0,75,71,637,63,136,217,36,96,0.0989010989010989,2013,0.0947916666666666,2014,Assam,KARBI ANGLONG,ASSAM||KARBI ANGLONG,194,0.0758596195926288,0.0758596195926288,0.0189320470740377,ASSAM,KARBI ANGLONG,True,EXACT,ASSAM,KARBI ANGLONG,True,MEDIUM
39,11,0,44,0,115,12,10,132,183,19,67,22,46,23,9,9,0,266,0,28,1375,2411,328,240,356,68,90,0.1360431356283699,2013,0.1538733639900955,2014,Assam,KARIMGANJ,ASSAM||KARIMGANJ,197,0.1331010951737654,0.1331010951737654,0.02077226881633,ASSAM,KARIMGANJ,True,EXACT,ASSAM,KARIMGANJ,True,HIGH
49,18,1,32,0,103,5,7,53,291,157,86,25,39,112,5,32,0,134,2,50,293,1448,205,247,513,64,198,0.1415745856353591,2013,0.1176885130373502,2014,Assam,KOKRAJHAR,ASSAM||KOKRAJHAR,200,0.1168484029631728,0.1168484029631728,0.0008401100741773,ASSAM,KOKRAJHAR,True,EXACT,ASSAM,KOKRAJHAR,True,HIGH
44,13,0,59,0,134,1,6,103,166,61,25,21,42,7,3,55,0,300,0,45,1164,2281,417,312,337,63,32,0.1828145550197281,2013,0.1723537604456824,2014,Assam,LAKHIMPUR,ASSAM||LAKHIMPUR,203,0.1564093215379161,0.1564093215379161,0.0159444389077663,ASSAM,LAKHIMPUR,True,EXACT,ASSAM,LAKHIMPUR,True,HIGH
20,25,0,76,0,123,1,12,74,141,65,83,6,71,8,8,45,0,271,0,101,420,1879,400,302,293,77,91,0.2128791910590739,2013,0.2991787250684395,2014,Assam,MORIGAON,ASSAM||MORIGAON,206,0.1922836169933164,0.1922836169933164,0.106895108075123,ASSAM,MORIGAON,False,UNMATCHED,,,False,HIGH
96,87,6,190,0,442,34,160,407,566,225,257,137,165,56,23,103,3,1120,0,232,2366,7393,1439,1118,1392,302,313,0.1946435817665359,2013,0.2049053458745088,2014,Assam,NAGAON,ASSAM||NAGAON,209,0.1827156026331324,0.1827156026331324,0.0221897432413763,ASSAM,NAGAON,True,EXACT,ASSAM,NAGAON,True,HIGH
27,7,0,44,0,102,5,25,124,223,29,25,30,48,6,3,84,0,178,0,53,733,2050,309,294,406,78,31,0.1507317073170731,2013,0.0391140433553251,2014,Assam,NALBARI,ASSAM||NALBARI,212,0.1272933831218112,0.1272933831218112,0.0881793397664861,ASSAM,NALBARI,True,EXACT,ASSAM,NALBARI,True,HIGH
78,48,2,60,0,200,1,40,155,464,123,30,23,123,34,5,53,0,311,0,143,839,3373,429,482,783,146,64,0.127186480877557,2013,0.1265344664778092,2014,Assam,SIBSAGAR,ASSAM||SIBSAGAR,219,0.1068736608719704,0.1068736608719704,0.0196608056058387,ASSAM,SIBSAGAR,False,UNMATCHED,,,False,HIGH
94,30,0,99,0,251,11,23,186,544,175,47,84,87,23,15,34,0,300,0,425,1352,4159,448,542,939,171,70,0.1077182014907429,2013,0.1326164874551971,2014,Assam,SONITPUR,ASSAM||SONITPUR,222,0.1012559200616836,0.1012559200616836,0.0313605673935135,ASSAM,SONITPUR,True,EXACT,ASSAM,SONITPUR,True,HIGH
84,30,4,77,0,201,4,48,147,511,57,0,74,23,13,7,34,0,140,0,79,1518,3104,258,482,767,97,13,0.0831185567010309,2013,0.0903596252644303,2014,Assam,TINSUKIA,ASSAM||TINSUKIA,225,0.0002672005262327,0.0002672005262327,0.0900924247381975,ASSAM,TINSUKIA,True,EXACT,ASSAM,TINSUKIA,True,LOW
43,23,0,20,0,82,4,15,55,126,40,22,26,28,11,5,43,0,80,0,59,280,1113,148,230,240,54,33,0.132973944294699,2013,0.1094287680660702,2014,Assam,UDALGURI,ASSAM||UDALGURI,228,0.1145202903341002,0.1145202903341002,0.00509152226803,ASSAM,UDALGURI,True,EXACT,ASSAM,UDALGURI,True,HIGH
51,36,4,52,0,114,10,25,38,289,67,235,30,14,15,12,10,0,19,5,52,1695,2813,98,302,429,44,250,0.0348382509776039,2013,0.0151359671626475,2014,Bihar,ARARIA,BIHAR||ARARIA,231,0.0545674148175565,0.0545674148175565,0.039431447654909,BIHAR,ARARIA,True,EXACT,BIHAR,ARARIA,True,MEDIUM
17,0,0,6,0,34,0,6,27,77,15,51,0,30,0,15,3,0,30,0,0,537,909,54,66,125,30,51,0.0594059405940594,2013,0.0211907164480322,2014,Bihar,ARWAL,BIHAR||ARWAL,234,0.0814511649675979,0.0814511649675979,0.0602604485195657,BIHAR,ARWAL,True,EXACT,BIHAR,ARWAL,True,MEDIUM
101,281,0,19,0,59,26,35,95,365,68,334,27,125,22,28,37,0,141,0,0,749,3648,225,558,589,152,356,0.0616776315789473,2013,0.0581357583631049,2014,Bihar,AURANGABAD,BIHAR||AURANGABAD,237,0.0763731474067783,0.0763731474067783,0.0182373890436734,BIHAR,AURANGABAD,True,EXACT,BIHAR,AURANGABAD,True,MEDIUM
45,0,0,15,0,68,0,12,28,183,13,94,13,51,4,14,17,0,55,0,14,1426,2039,101,157,236,64,98,0.0495340853359489,2013,0.0618279569892473,2014,Bihar,BAGAHA,BIHAR||BAGAHA,240,0.0630566879762868,0.0630566879762868,0.0012287309870395,BIHAR,BAGAHA,False,UNMATCHED,,,False,MEDIUM
68,36,9,33,0,87,11,14,58,169,46,205,58,22,9,28,1,1,69,0,94,909,2065,132,259,298,80,214,0.0639225181598062,2013,0.0447105788423153,2014,Bihar,BANKA,BIHAR||BANKA,243,0.0960085952652478,0.0960085952652478,0.0512980164229325,BIHAR,BANKA,True,EXACT,BIHAR,BANKA,True,HIGH
107,219,2,24,0,175,20,56,104,589,198,482,21,141,6,28,55,0,93,0,0,2694,5319,200,658,967,162,488,0.0376010528294792,2013,0.0290608160123171,2014,Bihar,BEGUSARAI,BIHAR||BEGUSARAI,246,0.0594882377861638,0.0594882377861638,0.0304274217738467,BIHAR,BEGUSARAI,True,EXACT,BIHAR,BEGUSARAI,True,MEDIUM
76,193,9,39,0,173,6,22,138,624,198,549,47,174,28,26,0,0,148,0,66,2845,5274,213,518,988,221,577,0.040386803185438,2013,0.0377758913412563,2014,Bihar,BETTIAH,BIHAR||BETTIAH,249,0.0744248355696954,0.0744248355696954,0.0366489442284391,BIHAR,BETTIAH,False,UNMATCHED,,,False,MEDIUM
34,54,2,16,0,59,4,21,65,196,75,128,19,15,23,27,0,0,49,0,106,298,1860,92,190,361,34,151,0.0494623655913978,2013,0.0299955888839876,2014,Bihar,BHABHUA,BIHAR||BHABHUA,252,0.0845800237586702,0.0845800237586702,0.0545844348746826,BIHAR,BHABHUA,False,UNMATCHED,,,False,MEDIUM
103,65,19,51,0,147,9,31,134,456,199,277,42,69,4,19,40,0,115,0,124,1716,3590,225,465,829,111,281,0.0626740947075208,2013,0.0554272517321016,2014,Bihar,BHAGALPUR,BIHAR||BHAGALPUR,255,0.0892013298648295,0.0892013298648295,0.0337740781327279,BIHAR,BHAGALPUR,True,EXACT,BIHAR,BHAGALPUR,True,HIGH
95,160,7,23,0,124,8,33,148,423,105,126,52,205,25,38,3,0,137,0,133,621,4888,201,453,717,257,151,0.0411211129296235,2013,0.0389941690962099,2014,Bihar,BHOJPUR,BIHAR||BHOJPUR,258,0.075360124414624,0.075360124414624,0.0363659553184141,BIHAR,BHOJPUR,True,EXACT,BIHAR,BHOJPUR,True,MEDIUM
56,62,3,16,0,77,11,48,101,415,163,224,57,61,26,9,29,0,78,0,37,880,2833,132,302,738,118,250,0.0465937169078715,2013,0.0450669914738124,2014,Bihar,BUXAR,BIHAR||BUXAR,261,0.0662244392022886,0.0662244392022886,0.0211574477284762,BIHAR,BUXAR,True,EXACT,BIHAR,BUXAR,True,MEDIUM
77,119,5,38,0,227,14,36,103,506,159,565,76,150,55,33,4,1,343,0,167,2882,5674,419,520,818,226,620,0.0738456115615086,2013,0.0719076005961251,2014,Bihar,DARBHANGA,BIHAR||DARBHANGA,264,0.1030434021053439,0.1030434021053439,0.0311358015092188,BIHAR,DARBHANGA,True,EXACT,BIHAR,DARBHANGA,True,HIGH
208,49,6,45,0,208,39,73,212,1204,362,503,38,167,4,37,0,0,212,0,320,3610,7816,294,628,1890,205,507,0.0376151484135107,2013,0.0427267699115044,2014,Bihar,GAYA,BIHAR||GAYA,267,0.0841676430639084,0.0841676430639084,0.041440873152404,BIHAR,GAYA,True,EXACT,BIHAR,GAYA,True,MEDIUM
81,11,2,11,0,125,10,31,103,280,104,417,41,95,18,33,0,0,143,0,71,270,3811,187,271,528,136,435,0.0490684859616898,2013,0.0538798659448311,2014,Bihar,GOPALGANJ,BIHAR||GOPALGANJ,270,0.1110689662749295,0.1110689662749295,0.0571891003300984,BIHAR,GOPALGANJ,True,EXACT,BIHAR,GOPALGANJ,True,HIGH
54,183,2,24,0,62,15,19,50,96,18,211,17,36,14,19,2,0,104,0,193,327,1942,149,361,198,53,225,0.0767250257466529,2013,0.0594467333725721,2014,Bihar,JAMUI,BIHAR||JAMUI,275,0.1082753673757623,0.1082753673757623,0.0488286340031902,BIHAR,JAMUI,True,EXACT,BIHAR,JAMUI,True,HIGH
34,0,2,14,0,37,13,22,37,194,14,141,20,67,11,30,5,0,57,0,60,522,1976,106,127,280,87,152,0.0536437246963562,2013,0.0447154471544715,2014,Bihar,JEHANABAD,BIHAR||JEHANABAD,278,0.0861978468832462,0.0861978468832462,0.0414823997287747,BIHAR,JEHANABAD,True,EXACT,BIHAR,JEHANABAD,True,HIGH
61,59,0,86,0,164,15,21,39,397,198,208,21,92,1,21,1,0,99,0,114,861,3693,207,407,670,113,209,0.0560519902518277,2013,0.0404099560761347,2014,Bihar,KATIHAR,BIHAR||KATIHAR,281,0.102864542496343,0.102864542496343,0.0624545864202083,BIHAR,KATIHAR,True,EXACT,BIHAR,KATIHAR,True,HIGH
67,76,2,8,0,73,7,22,23,170,44,135,4,32,16,13,5,0,25,0,106,448,2483,51,260,266,36,151,0.0205396697543294,2013,0.0200849748937813,2014,Bihar,KHAGARIA,BIHAR||KHAGARIA,286,0.0523832576056493,0.0523832576056493,0.032298282711868,BIHAR,KHAGARIA,True,EXACT,BIHAR,KHAGARIA,True,MEDIUM
42,21,8,52,0,107,7,14,68,145,29,179,22,70,8,7,0,0,65,0,21,725,1828,124,251,263,92,187,0.0678336980306345,2013,0.0923309788092835,2014,Bihar,KISHANGANJ,BIHAR||KISHANGANJ,289,0.1041844683611772,0.1041844683611772,0.0118534895518937,BIHAR,KISHANGANJ,True,EXACT,BIHAR,KISHANGANJ,True,HIGH
45,90,3,9,0,40,3,19,24,125,35,156,7,41,7,11,0,0,70,0,46,333,1326,90,209,206,48,163,0.0678733031674208,2013,0.0642361111111111,2014,Bihar,LAKHISARAI,BIHAR||LAKHISARAI,292,0.0984389221370649,0.0984389221370649,0.0342028110259538,BIHAR,LAKHISARAI,True,EXACT,BIHAR,LAKHISARAI,True,HIGH
46,58,14,14,0,87,1,23,41,226,65,334,30,80,7,17,3,0,64,0,60,812,2745,98,246,356,110,341,0.0357012750455373,2013,0.0313272877164056,2014,Bihar,MADHEPURA,BIHAR||MADHEPURA,295,0.0755016335673859,0.0755016335673859,0.0441743458509803,BIHAR,MADHEPURA,True,EXACT,BIHAR,MADHEPURA,True,MEDIUM
80,0,0,37,0,158,15,28,90,388,78,265,25,50,5,28,1,0,210,0,150,1780,4662,276,319,599,75,270,0.0592020592020592,2013,0.0608253471543125,2014,Bihar,MADHUBANI,BIHAR||MADHUBANI,298,0.0972396277075462,0.0972396277075462,0.0364142805532337,BIHAR,MADHUBANI,True,EXACT,BIHAR,MADHUBANI,True,HIGH
164,719,11,25,0,260,44,44,235,549,152,918,106,175,26,65,5,14,196,0,66,3015,8255,305,1272,1024,281,944,0.03694730466384,2013,0.0388830347734457,2014,Bihar,MOTIHARI,BIHAR||MOTIHARI,301,0.060985002687447,0.060985002687447,0.0221019679140013,BIHAR,MOTIHARI,False,UNMATCHED,,,False,MEDIUM
60,30,2,7,0,75,3,26,55,336,95,129,68,12,0,13,5,0,66,0,59,935,2195,91,208,515,80,129,0.0414578587699316,2013,0.0404949381327334,2014,Bihar,MUNGER,BIHAR||MUNGER,304,0.0645068579427901,0.0645068579427901,0.0240119198100566,BIHAR,MUNGER,True,EXACT,BIHAR,MUNGER,True,MEDIUM
208,25,29,43,0,382,61,113,292,1876,859,539,54,106,12,48,5,27,81,2,128,2308,9021,206,866,3201,160,551,0.0228356058086686,2013,0.0535580923930438,2014,Bihar,MUZAFFARPUR,BIHAR||MUZAFFARPUR,307,0.0533076717206044,0.0533076717206044,0.0002504206724393,BIHAR,MUZAFFARPUR,True,EXACT,BIHAR,MUZAFFARPUR,True,MEDIUM
112,82,41,11,0,136,9,34,120,340,104,167,43,153,18,81,18,0,174,0,160,1147,5740,284,443,607,196,185,0.0494773519163763,2013,0.0528307378838597,2014,Bihar,NALANDA,BIHAR||NALANDA,312,0.0877470130529631,0.0877470130529631,0.0349162751691034,BIHAR,NALANDA,True,EXACT,BIHAR,NALANDA,True,HIGH
49,14,6,10,0,36,3,15,18,60,17,85,12,65,3,16,19,0,69,0,70,889,1564,114,152,113,77,88,0.0728900255754475,2013,0.0640877598152424,2014,Bihar,NAUGACHIA,BIHAR||NAUGACHIA,315,0.1003729285548702,0.1003729285548702,0.0362851687396278,BIHAR,NAUGACHIA,False,UNMATCHED,,,False,HIGH
97,37,2,20,0,75,18,26,47,203,62,333,32,112,8,23,3,0,122,0,156,963,2989,168,278,356,144,341,0.0562060889929742,2013,0.0384389671361502,2014,Bihar,NAWADAH,BIHAR||NAWADAH,318,0.0998366710545484,0.0998366710545484,0.0613977039183982,BIHAR,NAWADAH,False,UNMATCHED,,,False,HIGH
286,121,5,76,0,544,37,186,591,4314,1755,617,20,1004,5,96,17,2,459,0,497,7881,18302,650,1272,6883,1024,622,0.0355152442356026,2013,0.0385780650373661,2014,Bihar,PATNA,BIHAR||PATNA,321,0.0692212149773838,0.0692212149773838,0.0306431499400177,BIHAR,PATNA,True,EXACT,BIHAR,PATNA,True,MEDIUM
89,203,4,56,0,111,14,27,56,289,63,212,82,141,128,21,0,7,19,0,162,1458,3950,103,504,449,223,340,0.0260759493670886,2013,0.0414118469334265,2014,Bihar,PURNEA,BIHAR||PURNEA,326,0.0452118488847561,0.0452118488847561,0.0038000019513296,BIHAR,PURNEA,False,UNMATCHED,,,False,LOW
110,97,2,60,0,168,9,58,172,615,193,265,50,195,11,48,5,0,97,0,196,619,4769,210,509,1047,245,276,0.0440343887607464,2013,0.0350202039638252,2014,Bihar,ROHTAS,BIHAR||ROHTAS,329,0.0849016462102569,0.0849016462102569,0.0498814422464317,BIHAR,ROHTAS,True,EXACT,BIHAR,ROHTAS,True,MEDIUM
30,90,7,14,0,100,6,24,29,201,42,246,55,42,11,10,0,0,79,0,61,1470,2792,103,271,302,97,257,0.03689111747851,2013,0.0322985261837566,2014,Bihar,SAHARSA,BIHAR||SAHARSA,332,0.0691623504909217,0.0691623504909217,0.0368638243071651,BIHAR,SAHARSA,True,EXACT,BIHAR,SAHARSA,True,MEDIUM
83,115,17,35,0,152,10,51,73,431,128,397,30,36,23,32,8,0,116,0,169,3196,5802,191,471,693,66,420,0.0329196828679765,2013,0.0460805084745762,2014,Bihar,SAMASTIPUR,BIHAR||SAMASTIPUR,335,0.0682006106708728,0.0682006106708728,0.0221201021962966,BIHAR,SAMASTIPUR,True,EXACT,BIHAR,SAMASTIPUR,True,MEDIUM
123,262,5,16,0,199,16,45,142,650,205,363,61,116,32,69,0,0,116,0,145,1494,5492,201,666,1058,177,395,0.036598689002185,2013,0.0495882563551736,2014,Bihar,SARAN,BIHAR||SARAN,338,0.0695987448316175,0.0695987448316175,0.0200104884764439,BIHAR,SARAN,True,EXACT,BIHAR,SARAN,True,MEDIUM
17,90,0,10,0,40,6,4,31,87,27,87,44,24,0,8,0,0,47,0,29,401,1116,65,167,155,68,87,0.0582437275985663,2013,0.0762264150943396,2014,Bihar,SHEIKHPURA,BIHAR||SHEIKHPURA,341,0.0773103774925247,0.0773103774925247,0.0010839623981851,BIHAR,SHEIKHPURA,True,EXACT,BIHAR,SHEIKHPURA,True,MEDIUM
23,23,3,3,0,49,12,5,14,57,16,76,8,17,12,7,0,0,19,0,14,157,769,29,118,104,25,88,0.0377113133940182,2013,0.0565552699228791,2014,Bihar,SHEOHAR,BIHAR||SHEOHAR,344,0.0682685748535776,0.0682685748535776,0.0117133049306985,BIHAR,SHEOHAR,True,EXACT,BIHAR,SHEOHAR,True,MEDIUM
101,24,9,26,0,220,37,84,203,650,276,249,10,31,32,24,3,0,140,0,156,1174,5324,193,504,1250,41,281,0.0362509391435011,2013,0.0517146524848707,2014,Bihar,SITAMARHI,BIHAR||SITAMARHI,347,0.0752701580366037,0.0752701580366037,0.023555505551733,BIHAR,SITAMARHI,True,EXACT,BIHAR,SITAMARHI,True,MEDIUM
105,18,2,19,0,234,6,60,119,502,241,397,19,240,12,45,1,0,112,0,0,3499,5390,177,445,928,259,409,0.0328385899814471,2013,0.0275834499300419,2014,Bihar,SIWAN,BIHAR||SIWAN,350,0.0685889669679384,0.0685889669679384,0.0410055170378965,BIHAR,SIWAN,True,EXACT,BIHAR,SIWAN,True,MEDIUM
55,15,0,34,0,144,6,17,62,324,48,508,81,55,0,19,5,0,78,0,106,106,2930,136,276,457,136,508,0.0464163822525597,2013,0.0455452127659574,2014,Bihar,SUPAUL,BIHAR||SUPAUL,353,0.1036856037467417,0.1036856037467417,0.0581403909807843,BIHAR,SUPAUL,True,EXACT,BIHAR,SUPAUL,True,HIGH
127,136,9,24,0,200,29,57,192,937,491,496,237,148,19,61,7,0,213,0,124,2244,5578,305,589,1706,385,515,0.0546790964503406,2013,0.0367681868391983,2014,Bihar,VAISHALI,BIHAR||VAISHALI,356,0.0851931126142575,0.0851931126142575,0.0484249257750592,BIHAR,VAISHALI,True,EXACT,BIHAR,VAISHALI,True,MEDIUM
22,50,3,45,0,261,11,62,258,1519,874,54,25,284,8,1,143,26,92,0,6,1146,4077,307,597,2724,309,62,0.0753004660289428,2013,0.0903446134740763,2014,Chandigarh,CHANDIGARH,CHANDIGARH||CHANDIGARH,359,0.0652800210531852,0.0652800210531852,0.025064592420891,CHANDIGARH,CHANDIGARH,True,EXACT,CHANDIGARH,CHANDIGARH,True,MEDIUM
13,13,3,20,0,30,1,1,47,61,15,20,2,22,4,3,67,2,11,0,96,747,1215,103,148,125,24,24,0.0847736625514403,2013,0.0851926977687626,2014,Chhattisgarh,BALOD,CHHATTISGARH||BALOD,361,0.0816315077106553,0.0816315077106553,0.0035611900581073,CHHATTISGARH,BALOD,True,EXACT,CHHATTISGARH,BALOD,True,MEDIUM
40,11,0,84,0,17,3,10,27,40,8,20,2,11,4,8,50,2,31,1,93,585,1115,176,215,88,13,24,0.1578475336322869,2013,0.1635408852213053,2014,Chhattisgarh,BALRAMPUR,CHHATTISGARH||BALRAMPUR,365,0.1385293709967443,0.1385293709967443,0.0250115142245609,CHHATTISGARH,BALRAMPUR,True,EXACT,CHHATTISGARH,BALRAMPUR,True,HIGH
77,36,1,96,0,305,3,58,477,496,274,99,16,88,31,13,308,10,130,0,222,897,5147,557,884,1308,104,130,0.1082183796386244,2013,0.0817248459958932,2014,Chhattisgarh,BILASPUR,CHHATTISGARH||BILASPUR,369,0.1048706462227018,0.1048706462227018,0.0231458002268086,CHHATTISGARH,BILASPUR,True,EXACT,CHHATTISGARH,BILASPUR,True,HIGH
31,61,0,6,0,17,2,1,16,3,0,9,1,2,4,0,6,1,1,0,14,134,318,14,124,22,3,13,0.0440251572327044,2013,0.0291545189504373,2014,Chhattisgarh,BIZAPUR,CHHATTISGARH||BIZAPUR,372,0.0653539028053005,0.0653539028053005,0.0361993838548632,CHHATTISGARH,BIZAPUR,False,UNMATCHED,,,False,MEDIUM
30,13,0,9,0,6,1,1,19,16,3,3,0,2,12,0,9,0,1,0,32,191,370,19,69,40,2,15,0.0513513513513513,2013,0.0588235294117647,2014,Chhattisgarh,DANTEWARA,CHHATTISGARH||DANTEWARA,375,0.0285816458778229,0.0285816458778229,0.0302418835339417,CHHATTISGARH,DANTEWARA,False,UNMATCHED,,,False,LOW
16,14,0,30,0,33,0,5,116,85,45,16,0,13,2,0,59,1,14,0,101,629,1189,104,157,251,13,18,0.0874684608915054,2013,0.0792307692307692,2014,Chhattisgarh,DHAMTARI,CHHATTISGARH||DHAMTARI,378,0.0905474199420426,0.0905474199420426,0.0113166507112734,CHHATTISGARH,DHAMTARI,True,EXACT,CHHATTISGARH,DHAMTARI,True,HIGH
42,57,1,106,0,108,4,41,434,702,325,38,13,140,33,9,236,34,147,0,255,4341,6892,532,595,1506,153,71,0.0771909460243761,2013,0.0799760371424292,2014,Chhattisgarh,DURG,CHHATTISGARH||DURG,381,0.0530087570528239,0.0530087570528239,0.0269672800896052,CHHATTISGARH,DURG,True,EXACT,CHHATTISGARH,DURG,True,MEDIUM
9,17,0,32,0,26,2,3,39,46,17,14,0,31,3,0,24,8,12,0,62,512,866,76,113,107,31,17,0.0877598152424942,2013,0.0981012658227848,2014,Chhattisgarh,GARIYABAND,CHHATTISGARH||GARIYABAND,384,0.0860037645285858,0.0860037645285858,0.0120975012941989,CHHATTISGARH,GARIYABAND,True,EXACT,CHHATTISGARH,GARIYABAND,True,HIGH
36,18,0,53,0,51,1,10,69,77,53,15,7,16,7,2,30,1,16,0,108,504,1448,102,199,210,23,22,0.0704419889502762,2013,0.060126582278481,2014,Chhattisgarh,JAGDALPUR,CHHATTISGARH||JAGDALPUR,389,0.0806572559030713,0.0806572559030713,0.0205306736245903,CHHATTISGARH,JAGDALPUR,False,UNMATCHED,,,False,MEDIUM
44,27,3,56,0,200,3,15,195,266,122,132,5,36,22,11,161,11,138,0,181,713,3470,377,509,601,41,154,0.1086455331412103,2013,0.0946780358718024,2014,Chhattisgarh,JANJGIR,CHHATTISGARH||JANJGIR,392,0.1119136635854134,0.1119136635854134,0.017235627713611,CHHATTISGARH,JANJGIR,False,UNMATCHED,,,False,HIGH
60,9,1,88,0,68,1,9,57,81,19,11,5,21,8,3,52,3,25,0,119,577,1273,171,288,167,26,19,0.1343283582089552,2013,0.1183673469387755,2014,Chhattisgarh,JASHPUR,CHHATTISGARH||JASHPUR,395,0.1125492136578374,0.1125492136578374,0.005818133280938,CHHATTISGARH,JASHPUR,True,EXACT,CHHATTISGARH,JASHPUR,True,HIGH
21,8,1,30,0,33,0,4,65,66,24,10,2,18,3,3,72,3,11,0,66,376,1383,119,169,159,20,13,0.0860448300795372,2013,0.0921805467260012,2014,Chhattisgarh,KABIRDHAM,CHHATTISGARH||KABIRDHAM,398,0.0895770592070321,0.0895770592070321,0.002603487518969,CHHATTISGARH,KABIRDHAM,True,EXACT,CHHATTISGARH,KABIRDHAM,True,HIGH
39,38,2,51,0,48,1,2,38,38,15,15,0,17,11,2,27,2,29,0,85,669,1132,111,208,94,17,26,0.0980565371024735,2013,0.0869912210694333,2014,Chhattisgarh,KANKER,CHHATTISGARH||KANKER,401,0.0925109912548991,0.0925109912548991,0.0055197701854658,CHHATTISGARH,KANKER,True,EXACT,CHHATTISGARH,KANKER,True,HIGH
