MURDER,ATTEMPT_MURDER,CULPABLE_HOMICIDE,RAPE,CUSTODIAL_RAPE,KIDNAPPING_ABDUCTION,DACOITY,ROBBERY,BURGLARY,THEFT,AUTO_THEFT,RIOTS,CRIMINAL_BREACH_TRUST,CHEATING,ARSON,DOWRY_DEATHS,ASSAULT_WOMEN,INSULT_WOMEN,CRUELTY_WOMEN,IMPORTATION_GIRLS,DEATH_BY_NEGLIGENCE,OTHER_IPC,TOTAL_IPC,WOMEN_CRIME_CORE_TOTAL,VIOLENT_CRIME,PROPERTY_CRIME,ECONOMIC_OFFENCES,PUBLIC_ORDER_CRIME,WOMEN_CRIME_SHARE,YEAR,NEXT_YEAR_WOMEN_CRIME_SHARE,TARGET_YEAR,STATE_UT,DISTRICT,REPORTING_UNIT_KEY,TEST_ROW_ID,PREDICTED_WOMEN_CRIME_SHARE,PREDICTED_WOMEN_CRIME_SHARE_CLIPPED,ABSOLUTE_ERROR,STATE_KEY,DISTRICT_KEY,GIS_EXACT_MATCH,GIS_MATCH_TYPE,GIS_MAPPED_STATE_KEY,GIS_MAPPED_DISTRICT_KEY,GIS_MAPPED,PREDICTED_RISK_BAND
20,23,3,45,0,14,0,5,71,48,21,0,0,8,7,14,85,2,29,0,84,1172,1828,175,195,145,8,7,0.0957330415754923,2013,0.0838584585555017,2014,Madhya Pradesh,PANNA,MADHYA PRADESH||PANNA,1107,0.0345062331684518,0.0345062331684518,0.0493522253870498,MADHYA PRADESH,PANNA,True,EXACT,MADHYA PRADESH,PANNA,True,LOW
50,57,0,115,0,36,1,7,104,230,111,26,5,13,6,9,204,33,94,0,219,1595,4656,455,470,453,18,32,0.0977233676975945,2013,0.0912759415833973,2014,Madhya Pradesh,RAISEN,MADHYA PRADESH||RAISEN,1110,0.0880046153606188,0.0880046153606188,0.0032713262227784,MADHYA PRADESH,RAISEN,True,EXACT,MADHYA PRADESH,RAISEN,True,HIGH
32,29,0,120,0,82,3,21,167,305,168,47,12,13,48,8,203,10,83,0,131,2873,4433,424,490,664,25,95,0.0956462891946763,2013,0.0859106529209622,2014,Madhya Pradesh,RAJGARH,MADHYA PRADESH||RAJGARH,1113,0.0694857527675638,0.0694857527675638,0.0164249001533983,MADHYA PRADESH,RAJGARH,True,EXACT,MADHYA PRADESH,RAJGARH,True,MEDIUM
39,51,1,88,0,61,0,41,136,288,119,20,12,38,14,10,89,5,77,2,168,1317,3497,271,370,584,50,34,0.0774949957106091,2013,0.0802631578947368,2014,Madhya Pradesh,RATLAM,MADHYA PRADESH||RATLAM,1116,0.0607177055604368,0.0607177055604368,0.0195454523342999,MADHYA PRADESH,RATLAM,True,EXACT,MADHYA PRADESH,RATLAM,True,MEDIUM
49,52,0,113,0,32,4,64,616,483,280,42,12,44,28,47,178,3,127,0,258,2948,5741,468,492,1447,56,70,0.0815188991464901,2013,0.060796645702306,2014,Madhya Pradesh,REWA,MADHYA PRADESH||REWA,1119,0.0670524464706134,0.0670524464706134,0.0062558007683074,MADHYA PRADESH,REWA,True,EXACT,MADHYA PRADESH,REWA,True,MEDIUM
58,68,2,135,0,55,0,47,313,434,205,119,14,48,26,36,422,40,130,0,266,3547,8016,763,787,999,62,145,0.0951846307385229,2013,0.0978629137346885,2014,Madhya Pradesh,SAGAR,MADHYA PRADESH||SAGAR,1122,0.0851359732872099,0.0851359732872099,0.0127269404474786,MADHYA PRADESH,SAGAR,True,EXACT,MADHYA PRADESH,SAGAR,True,MEDIUM
69,52,2,124,0,41,4,50,393,497,293,50,19,67,19,35,204,11,135,0,302,3362,6232,509,546,1237,86,69,0.0816752246469833,2013,0.0810452314630587,2014,Madhya Pradesh,SATNA,MADHYA PRADESH||SATNA,1125,0.0735196241731317,0.0735196241731317,0.0075256072899269,MADHYA PRADESH,SATNA,True,EXACT,MADHYA PRADESH,SATNA,True,MEDIUM
29,19,1,75,0,47,1,12,88,98,33,13,3,17,4,15,130,8,24,0,152,1674,2632,252,314,232,20,17,0.0957446808510638,2013,0.0800803673938002,2014,Madhya Pradesh,SEONI,MADHYA PRADESH||SEONI,1128,0.0871367751777059,0.0871367751777059,0.0070564077839057,MADHYA PRADESH,SEONI,True,EXACT,MADHYA PRADESH,SEONI,True,HIGH
42,34,0,115,0,130,2,20,294,225,51,21,8,23,13,9,216,9,193,0,107,2336,4344,542,559,592,31,34,0.1247697974217311,2013,0.1429389312977099,2014,Madhya Pradesh,SHAHDOL,MADHYA PRADESH||SHAHDOL,1131,0.0986506645834397,0.0986506645834397,0.0442882667142701,MADHYA PRADESH,SHAHDOL,True,EXACT,MADHYA PRADESH,SHAHDOL,True,HIGH
14,38,0,44,0,20,0,15,125,306,135,39,12,6,17,2,113,7,37,0,86,436,2523,203,244,581,18,56,0.0804597701149425,2013,0.0916355887053809,2014,Madhya Pradesh,SHAJAPUR,MADHYA PRADESH||SHAJAPUR,1134,0.0696406048447373,0.0696406048447373,0.0219949838606435,MADHYA PRADESH,SHAJAPUR,True,EXACT,MADHYA PRADESH,SHAJAPUR,True,MEDIUM
18,9,0,32,0,7,1,9,44,76,51,36,5,17,0,5,45,3,39,0,45,166,1409,124,121,181,22,36,0.0880056777856636,2013,0.0798479087452471,2014,Madhya Pradesh,SHEOPUR,MADHYA PRADESH||SHEOPUR,1137,0.1109116295857093,0.1109116295857093,0.0310637208404622,MADHYA PRADESH,SHEOPUR,True,EXACT,MADHYA PRADESH,SHEOPUR,True,HIGH
63,44,1,106,0,32,4,50,140,251,121,50,14,28,31,14,211,13,78,0,173,2613,4772,422,511,566,42,81,0.0884325230511316,2013,0.0849897189856065,2014,Madhya Pradesh,SHIVPURI,MADHYA PRADESH||SHIVPURI,1140,0.0754649946511578,0.0754649946511578,0.0095247243344486,MADHYA PRADESH,SHIVPURI,True,EXACT,MADHYA PRADESH,SHIVPURI,True,MEDIUM
21,24,3,46,0,76,0,11,156,97,21,6,6,14,8,17,116,4,70,0,98,1589,2653,253,297,285,20,14,0.0953637391632114,2013,0.0629194630872483,2014,Madhya Pradesh,SIDHI,MADHYA PRADESH||SIDHI,1143,0.0708333527671827,0.0708333527671827,0.0079138896799344,MADHYA PRADESH,SIDHI,True,EXACT,MADHYA PRADESH,SIDHI,True,MEDIUM
36,22,0,38,0,86,0,17,131,209,74,39,5,22,2,18,111,2,74,0,145,1711,2954,243,310,431,27,41,0.0822613405551794,2013,0.0919677515676321,2014,Madhya Pradesh,SINGRAULI,MADHYA PRADESH||SINGRAULI,1148,0.0815098912932172,0.0815098912932172,0.0104578602744148,MADHYA PRADESH,SINGRAULI,True,EXACT,MADHYA PRADESH,SINGRAULI,True,MEDIUM
25,19,1,67,0,36,0,21,115,89,47,30,0,18,13,14,140,5,40,0,128,1780,3196,266,309,272,18,43,0.0832290362953692,2013,0.0832851359167148,2014,Madhya Pradesh,TIKAMGARH,MADHYA PRADESH||TIKAMGARH,1151,0.0834272902468258,0.0834272902468258,0.000142154330111,MADHYA PRADESH,TIKAMGARH,True,EXACT,MADHYA PRADESH,TIKAMGARH,True,MEDIUM
66,120,1,113,0,41,2,67,363,952,522,62,17,62,21,13,232,37,207,0,223,3897,7970,602,642,1906,79,83,0.0755332496863237,2013,0.0801881632206542,2014,Madhya Pradesh,UJJAIN,MADHYA PRADESH||UJJAIN,1154,0.0620072739634041,0.0620072739634041,0.01818088925725,MADHYA PRADESH,UJJAIN,True,EXACT,MADHYA PRADESH,UJJAIN,True,MEDIUM
44,50,4,125,0,127,1,17,271,370,155,49,10,13,20,20,240,11,123,0,155,2332,4687,519,608,814,23,69,0.1107318113932152,2013,0.109169578964886,2014,Madhya Pradesh,VIDISHA,MADHYA PRADESH||VIDISHA,1159,0.0926524485323641,0.0926524485323641,0.0165171304325218,MADHYA PRADESH,VIDISHA,True,EXACT,MADHYA PRADESH,VIDISHA,True,HIGH
112,71,6,105,0,81,44,351,552,1603,555,584,52,251,52,10,243,34,397,0,733,1879,7934,789,1013,3105,303,636,0.0994454247542223,2013,0.0944372574385511,2014,Maharashtra,AHMEDNAGAR,MAHARASHTRA||AHMEDNAGAR,1162,0.1009111946725214,0.1009111946725214,0.0064739372339703,MAHARASHTRA,AHMEDNAGAR,True,EXACT,MAHARASHTRA,AHMEDNAGAR,True,HIGH
35,47,2,46,0,31,17,79,198,731,156,152,10,116,31,4,200,35,121,0,118,1059,3979,406,457,1181,126,183,0.1020356873586328,2013,0.0974509361606135,2014,Maharashtra,AKOLA,MAHARASHTRA||AKOLA,1165,0.0882733895327179,0.0882733895327179,0.0091775466278955,MAHARASHTRA,AKOLA,True,EXACT,MAHARASHTRA,AKOLA,True,HIGH
19,41,2,26,0,27,5,72,205,651,159,101,27,65,10,2,96,27,38,0,65,901,2776,189,288,1092,92,111,0.0680835734870317,2013,0.0838825644098262,2014,Maharashtra,AMRAVATI COMMR.,MAHARASHTRA||AMRAVATI COMMR,1168,0.0612632617204427,0.0612632617204427,0.0226193026893834,MAHARASHTRA,AMRAVATI COMMR,False,UNMATCHED,,,False,MEDIUM
55,60,4,78,0,53,5,48,222,985,105,96,17,62,68,1,317,35,175,0,238,1473,5440,606,620,1365,79,164,0.1113970588235294,2013,0.1088082901554404,2014,Maharashtra,AMRAVATI RURAL,MAHARASHTRA||AMRAVATI RURAL,1171,0.0848668976336328,0.0848668976336328,0.0239413925218075,MAHARASHTRA,AMRAVATI RURAL,False,UNMATCHED,,,False,MEDIUM
32,50,0,22,0,49,21,166,295,1184,619,181,19,238,29,5,173,38,151,0,157,716,4033,389,513,2285,257,210,0.0964542524175551,2013,0.0881559842356357,2014,Maharashtra,AURANGABAD COMMR.,MAHARASHTRA||AURANGABAD COMMR,1174,0.0834154932396786,0.0834154932396786,0.004740490995957,MAHARASHTRA,AURANGABAD COMMR,False,UNMATCHED,,,False,MEDIUM
45,65,4,36,0,23,24,50,170,848,147,343,6,89,22,14,167,31,273,0,271,1294,4565,521,414,1239,95,365,0.1141292442497261,2013,0.1029029974038234,2014,Maharashtra,AURANGABAD RURAL,MAHARASHTRA||AURANGABAD RURAL,1177,0.1076248064184299,0.1076248064184299,0.0047218090146065,MAHARASHTRA,AURANGABAD RURAL,False,UNMATCHED,,,False,HIGH
79,83,11,92,0,71,19,105,343,618,219,397,92,198,49,5,230,12,382,0,293,761,4713,721,690,1304,290,446,0.1529811160619563,2013,0.1363075657894736,2014,Maharashtra,BEED,MAHARASHTRA||BEED,1180,0.1491339905320374,0.1491339905320374,0.0128264247425638,MAHARASHTRA,BEED,True,EXACT,MAHARASHTRA,BEED,True,HIGH
28,12,0,40,0,20,4,27,132,533,66,54,16,51,23,0,74,41,52,0,178,666,2257,207,205,762,67,77,0.0917146654851572,2013,0.0788816774837743,2014,Maharashtra,BHANDARA,MAHARASHTRA||BHANDARA,1183,0.0759560196180346,0.0759560196180346,0.0029256578657396,MAHARASHTRA,BHANDARA,True,EXACT,MAHARASHTRA,BHANDARA,True,MEDIUM
54,43,3,56,0,21,8,41,182,533,125,228,16,99,47,20,185,66,140,0,248,956,4024,467,411,889,115,275,0.1160536779324055,2013,0.1167752077251291,2014,Maharashtra,BULDHANA,MAHARASHTRA||BULDHANA,1186,0.1049884810712897,0.1049884810712897,0.0117867266538393,MAHARASHTRA,BULDHANA,True,EXACT,MAHARASHTRA,BULDHANA,True,HIGH
37,25,4,88,0,38,5,53,284,800,209,116,41,71,32,8,179,123,180,0,273,1453,4476,578,429,1351,112,148,0.1291331546023235,2013,0.1251970276964647,2014,Maharashtra,CHANDRAPUR,MAHARASHTRA||CHANDRAPUR,1189,0.106276978149532,0.106276978149532,0.0189200495469326,MAHARASHTRA,CHANDRAPUR,True,EXACT,MAHARASHTRA,CHANDRAPUR,True,HIGH
47,52,1,40,0,27,42,89,184,353,119,213,56,87,7,6,58,9,228,0,324,1010,3136,341,356,787,143,220,0.1087372448979591,2013,0.1263307310149042,2014,Maharashtra,DHULE,MAHARASHTRA||DHULE,1192,0.1137835161199889,0.1137835161199889,0.0125472148949152,MAHARASHTRA,DHULE,True,EXACT,MAHARASHTRA,DHULE,True,HIGH
42,61,1,33,0,6,3,6,97,131,36,16,9,18,22,0,53,6,14,0,101,227,1033,106,205,273,27,38,0.1026137463697967,2013,0.0822857142857142,2014,Maharashtra,GADCHIROLI,MAHARASHTRA||GADCHIROLI,1195,0.0728205635803307,0.0728205635803307,0.0094651507053834,MAHARASHTRA,GADCHIROLI,True,EXACT,MAHARASHTRA,GADCHIROLI,True,MEDIUM
31,10,4,52,0,24,5,9,174,246,52,28,4,58,15,1,94,10,55,0,137,575,1887,212,229,486,62,43,0.1123476417594064,2013,0.1230936819172113,2014,Maharashtra,GONDIA,MAHARASHTRA||GONDIA,1198,0.0953022113832859,0.0953022113832859,0.0277914705339253,MAHARASHTRA,GONDIA,True,EXACT,MAHARASHTRA,GONDIA,True,HIGH
27,22,1,15,0,15,1,8,56,122,27,87,10,66,9,4,55,2,86,0,101,397,1400,162,144,214,76,96,0.1157142857142857,2013,0.1084611016467916,2014,Maharashtra,HINGOLI,MAHARASHTRA||HINGOLI,1201,0.1147415578674768,0.1147415578674768,0.0062804562206852,MAHARASHTRA,HINGOLI,True,EXACT,MAHARASHTRA,HINGOLI,True,HIGH
73,90,5,58,0,59,35,114,368,976,269,315,110,219,35,2,238,42,425,0,401,1323,5548,765,672,1762,329,350,0.13788752703677,2013,0.1258612769866789,2014,Maharashtra,JALGAON,MAHARASHTRA||JALGAON,1204,0.1266376219617784,0.1266376219617784,0.0007763449750995,MAHARASHTRA,JALGAON,True,EXACT,MAHARASHTRA,JALGAON,True,HIGH
57,92,4,35,0,31,19,61,225,492,155,215,16,105,29,50,132,6,351,0,172,539,3173,574,431,952,121,244,0.1809013551843681,2013,0.1565836298932384,2014,Maharashtra,JALNA,MAHARASHTRA||JALNA,1207,0.1613297327623557,0.1613297327623557,0.0047461028691173,MAHARASHTRA,JALNA,True,EXACT,MAHARASHTRA,JALNA,True,HIGH
68,57,0,84,0,53,20,163,403,886,379,348,64,292,22,14,117,37,204,0,367,1075,4800,456,562,1851,356,370,0.095,2013,0.0859975718332658,2014,Maharashtra,KOLHAPUR,MAHARASHTRA||KOLHAPUR,1210,0.0964899590117498,0.0964899590117498,0.010492387178484,MAHARASHTRA,KOLHAPUR,True,EXACT,MAHARASHTRA,KOLHAPUR,True,HIGH
67,45,7,37,0,38,24,50,264,427,163,254,12,102,37,4,116,3,297,0,259,828,3443,457,384,928,114,291,0.1327330816148707,2013,0.1375921375921376,2014,Maharashtra,LATUR,MAHARASHTRA||LATUR,1213,0.1362936886749695,0.1362936886749695,0.001298448917168,MAHARASHTRA,LATUR,True,EXACT,MAHARASHTRA,LATUR,True,HIGH
170,190,8,391,0,381,41,2757,2936,10561,3789,385,697,2134,47,21,1163,444,602,0,586,7337,34840,2621,5101,20084,2831,432,0.0752296211251435,2013,0.0788137063006367,2014,Maharashtra,MUMBAI COMMR.,MAHARASHTRA||MUMBAI COMMR,1216,0.0579599680658533,0.0579599680658533,0.0208537382347833,MAHARASHTRA,MUMBAI COMMR,False,UNMATCHED,,,False,MEDIUM
103,85,7,91,0,118,15,492,1159,2764,1430,207,69,268,26,4,209,52,218,0,321,2182,9426,574,1120,5860,337,233,0.0608953957139826,2013,0.0638092479969109,2014,Maharashtra,NAGPUR COMMR.,MAHARASHTRA||NAGPUR COMMR,1221,0.0612621209204833,0.0612621209204833,0.0025471270764275,MAHARASHTRA,NAGPUR COMMR,False,UNMATCHED,,,False,MEDIUM
50,32,6,75,0,32,7,43,227,951,165,78,41,57,20,4,149,28,82,0,375,1364,4242,338,394,1393,98,98,0.0796793965110796,2013,0.0801928133216476,2014,Maharashtra,NAGPUR RURAL,MAHARASHTRA||NAGPUR RURAL,1226,0.0708820550610924,0.0708820550610924,0.0093107582605551,MAHARASHTRA,NAGPUR RURAL,False,UNMATCHED,,,False,MEDIUM
60,71,10,64,0,61,20,61,431,538,201,293,27,232,46,30,135,6,341,0,229,1433,5058,576,482,1251,259,339,0.1138790035587188,2013,0.082391304347826,2014,Maharashtra,NANDED,MAHARASHTRA||NANDED,1229,0.1197157963027011,0.1197157963027011,0.0373244919548751,MAHARASHTRA,NANDED,True,EXACT,MAHARASHTRA,NANDED,True,HIGH
26,15,0,23,0,20,17,10,85,181,53,100,17,45,3,1,44,13,75,0,126,516,1558,156,155,346,62,103,0.1001283697047496,2013,0.08,2014,Maharashtra,NANDURBAR,MAHARASHTRA||NANDURBAR,1232,0.1056085503685595,0.1056085503685595,0.0256085503685595,MAHARASHTRA,NANDURBAR,True,EXACT,MAHARASHTRA,NANDURBAR,True,HIGH
35,20,2,20,0,31,13,145,279,905,489,93,32,154,7,7,96,9,181,0,127,1954,4401,313,362,1831,186,100,0.0711201999545557,2013,0.0865310327066701,2014,Maharashtra,NASIK COMMR.,MAHARASHTRA||NASIK COMMR,1235,0.0671723199569258,0.0671723199569258,0.0193587127497442,MAHARASHTRA,NASIK COMMR,False,UNMATCHED,,,False,MEDIUM
82,59,2,85,0,49,47,120,314,908,347,452,33,236,30,9,224,21,405,0,750,1839,6477,744,668,1736,269,482,0.1148679944418712,2013,0.1048009367681498,2014,Maharashtra,NASIK RURAL,MAHARASHTRA||NASIK RURAL,1238,0.1155228969770207,0.1155228969770207,0.0107219602088709,MAHARASHTRA,NASIK RURAL,False,UNMATCHED,,,False,HIGH
48,31,4,69,0,84,15,350,662,1352,685,83,75,406,7,8,138,55,139,0,320,1085,5390,409,739,3064,481,90,0.0758812615955473,2013,0.0731831272234457,2014,Maharashtra,NAVI MUMBAI,MAHARASHTRA||NAVI MUMBAI,1241,0.0701788526046571,0.0701788526046571,0.0030042746187885,MAHARASHTRA,NAVI MUMBAI,False,UNMATCHED,,,False,MEDIUM
37,47,7,48,0,37,18,30,179,380,83,206,15,128,23,4,127,12,166,0,270,609,2864,357,351,690,143,229,0.1246508379888268,2013,0.1047787610619469,2014,Maharashtra,OSMANABAD,MAHARASHTRA||OSMANABAD,1244,0.1224974764815856,0.1224974764815856,0.0177187154196386,MAHARASHTRA,OSMANABAD,True,EXACT,MAHARASHTRA,OSMANABAD,True,HIGH
48,88,5,40,0,66,35,68,338,519,161,198,15,157,36,4,132,6,271,0,132,479,3573,453,482,1121,172,234,0.126784214945424,2013,0.1209095951192457,2014,Maharashtra,PARBHANI,MAHARASHTRA||PARBHANI,1247,0.1278986575148353,0.1278986575148353,0.0069890623955896,MAHARASHTRA,PARBHANI,True,EXACT,MAHARASHTRA,PARBHANI,True,HIGH
129,137,10,171,0,177,20,866,1195,4091,2400,496,67,943,34,9,304,128,344,0,533,2421,13159,956,1814,8572,1010,530,0.0726498974086176,2013,0.0796239977882222,2014,Maharashtra,PUNE COMMR.,MAHARASHTRA||PUNE COMMR,1250,0.0758748510143705,0.0758748510143705,0.0037491467738516,MAHARASHTRA,PUNE COMMR,False,UNMATCHED,,,False,MEDIUM
132,108,13,150,0,100,42,279,887,2241,1072,578,83,328,45,6,277,72,224,0,965,1742,9208,729,1101,4521,411,623,0.0791702867072111,2013,0.0757693052061157,2014,Maharashtra,PUNE RURAL,MAHARASHTRA||PUNE RURAL,1255,0.0901082347248818,0.0901082347248818,0.0143389295187661,MAHARASHTRA,PUNE RURAL,False,UNMATCHED,,,False,HIGH
39,24,1,42,0,17,12,65,181,484,103,181,17,141,9,4,92,45,80,0,266,574,2595,263,292,845,158,190,0.1013487475915221,2013,0.0834294502114571,2014,Maharashtra,RAIGAD,MAHARASHTRA||RAIGAD,1258,0.0991124430351619,0.0991124430351619,0.0156829928237048,MAHARASHTRA,RAIGAD,True,EXACT,MAHARASHTRA,RAIGAD,True,HIGH
18,12,2,27,0,15,8,38,157,245,47,85,30,86,6,0,82,26,39,0,157,371,1568,174,202,495,116,91,0.110969387755102,2013,0.0822704081632653,2014,Maharashtra,RATNAGIRI,MAHARASHTRA||RATNAGIRI,1261,0.1044216465683847,0.1044216465683847,0.0221512384051194,MAHARASHTRA,RATNAGIRI,True,EXACT,MAHARASHTRA,RATNAGIRI,True,HIGH
59,42,5,77,0,45,3,45,257,545,189,233,15,186,21,8,141,15,141,0,349,687,3353,382,417,1039,201,254,0.113927825827617,2013,0.0661380777412492,2014,Maharashtra,SANGLI,MAHARASHTRA||SANGLI,1264,0.1148665017344414,0.1148665017344414,0.0487284239931922,MAHARASHTRA,SANGLI,True,EXACT,MAHARASHTRA,SANGLI,True,HIGH
62,72,7,88,0,59,53,275,608,1458,425,417,53,214,22,4,297,45,201,0,410,1162,6086,635,913,2819,267,439,0.1043378245152809,2013,0.0894094358297591,2014,Maharashtra,SATARA,MAHARASHTRA||SATARA,1267,0.0997382860237097,0.0997382860237097,0.0103288501939506,MAHARASHTRA,SATARA,True,EXACT,MAHARASHTRA,SATARA,True,HIGH
12,6,1,11,0,7,3,14,90,117,15,49,16,45,12,0,50,12,12,0,93,181,841,85,104,239,61,61,0.1010701545778834,2013,0.082382762991128,2014,Maharashtra,SINDHUDURG,MAHARASHTRA||SINDHUDURG,1270,0.093495059758341,0.093495059758341,0.011112296767213,MAHARASHTRA,SINDHUDURG,True,EXACT,MAHARASHTRA,SINDHUDURG,True,HIGH
18,30,0,37,0,39,31,139,249,539,295,136,13,147,3,1,53,23,63,0,86,362,2166,177,347,1253,160,139,0.0817174515235457,2013,0.0699908508691674,2014,Maharashtra,SOLAPUR COMMR.,MAHARASHTRA||SOLAPUR COMMR,1273,0.0841135428988069,0.0841135428988069,0.0141226920296395,MAHARASHTRA,SOLAPUR COMMR,False,UNMATCHED,,,False,MEDIUM
74,45,12,82,0,39,21,85,340,1290,283,397,29,130,34,1,149,28,109,0,496,958,5057,369,507,2019,159,431,0.072968162942456,2013,0.0755412991178829,2014,Maharashtra,SOLAPUR RURAL,MAHARASHTRA||SOLAPUR RURAL,1276,0.0856946123857882,0.0856946123857882,0.0101533132679053,MAHARASHTRA,SOLAPUR RURAL,False,UNMATCHED,,,False,HIGH
96,107,6,182,0,302,32,1071,1595,2856,1484,376,148,1043,53,14,467,119,423,0,336,1784,12631,1205,2263,7038,1191,429,0.0954002058427677,2013,0.0915551523399108,2014,Maharashtra,THANE COMMR.,MAHARASHTRA||THANE COMMR,1279,0.0884374506721614,0.0884374506721614,0.0031177016677493,MAHARASHTRA,THANE COMMR,False,UNMATCHED,,,False,HIGH
133,83,10,133,0,82,45,444,864,1514,667,359,50,558,13,8,246,100,217,0,676,1008,7477,704,1176,3534,608,372,0.0941554099237662,2013,0.1057401812688821,2014,Maharashtra,THANE RURAL,MAHARASHTRA||THANE RURAL,1282,0.1024426556358848,0.1024426556358848,0.0032975256329972,MAHARASHTRA,THANE RURAL,False,UNMATCHED,,,False,HIGH
45,49,7,73,0,51,4,71,305,736,103,77,16,67,66,1,227,35,116,0,161,1203,3959,452,527,1219,83,143,0.1141702450113665,2013,0.0979115812313534,2014,Maharashtra,WARDHA,MAHARASHTRA||WARDHA,1285,0.0845153439536632,0.0845153439536632,0.0133962372776901,MAHARASHTRA,WARDHA,True,EXACT,MAHARASHTRA,WARDHA,True,MEDIUM
27,43,2,26,0,24,2,31,136,343,91,141,4,77,24,10,153,22,142,0,125,757,2513,353,308,603,81,165,0.1404695582968563,2013,0.1318340442031795,2014,Maharashtra,WASHIM,MAHARASHTRA||WASHIM,1288,0.1173801178265863,0.1173801178265863,0.0144539263765932,MAHARASHTRA,WASHIM,True,EXACT,MAHARASHTRA,WASHIM,True,HIGH
85,91,16,104,0,124,19,149,494,1472,239,246,46,168,71,12,388,750,381,0,243,5849,12567,1635,976,2373,214,317,0.1301026497970876,2013,0.1397849462365591,2014,Maharashtra,YAVATMAL,MAHARASHTRA||YAVATMAL,1291,0.1143198451606311,0.1143198451606311,0.025465101075928,MAHARASHTRA,YAVATMAL,True,EXACT,MAHARASHTRA,YAVATMAL,True,HIGH
6,14,0,7,0,7,0,0,12,45,27,6,2,5,1,0,3,0,1,0,0,104,234,11,37,84,7,7,0.047008547008547,2013,0.0586319218241042,2014,Manipur,BISHNUPUR,MANIPUR||BISHNUPUR,1294,0.0496527201170751,0.0496527201170751,0.008979201707029,MANIPUR,BISHNUPUR,True,EXACT,MANIPUR,BISHNUPUR,True,LOW
10,4,0,1,0,3,0,0,3,4,0,0,0,0,2,0,0,0,0,0,1,16,53,1,18,7,0,2,0.0188679245283018,2013,0.0142857142857142,2014,Manipur,CHANDEL,MANIPUR||CHANDEL,1297,-0.0117415197515937,0.0,0.0142857142857142,MANIPUR,CHANDEL,True,EXACT,MANIPUR,CHANDEL,True,LOW
8,8,0,0,0,5,0,0,8,20,12,2,0,6,3,0,2,0,0,0,0,16,106,2,23,40,6,5,0.0188679245283018,2013,0.0615384615384615,2014,Manipur,CHURACHANDPUR,MANIPUR||CHURACHANDPUR,1300,0.0050872079721899,0.0050872079721899,0.0564512535662715,MANIPUR,CHURACHANDPUR,True,EXACT,MANIPUR,CHURACHANDPUR,True,LOW
8,39,1,12,0,48,0,0,11,184,154,23,7,22,10,0,9,0,8,0,0,124,577,29,117,349,29,33,0.0502599653379549,2013,0.055813953488372,2014,Manipur,IMPHAL EAST,MANIPUR||IMPHAL EAST,1304,0.0534002183086188,0.0534002183086188,0.0024137351797531,MANIPUR,IMPHAL EAST,True,EXACT,MANIPUR,IMPHAL EAST,True,MEDIUM
28,64,1,26,0,55,0,3,20,493,444,15,17,45,5,0,34,0,9,0,1,412,1366,69,211,960,62,20,0.0505124450951683,2013,0.055045871559633,2014,Manipur,IMPHAL WEST,MANIPUR||IMPHAL WEST,1307,0.0594575769340737,0.0594575769340737,0.0044117053744407,MANIPUR,IMPHAL WEST,True,EXACT,MANIPUR,IMPHAL WEST,True,MEDIUM
11,7,1,0,0,12,0,0,2,18,4,1,1,7,3,0,0,0,1,0,0,43,123,1,31,24,8,4,0.008130081300813,2013,0.024793388429752,2014,Manipur,SENAPATI,MANIPUR||SENAPATI,1310,-0.0288905369561389,0.0,0.024793388429752,MANIPUR,SENAPATI,True,EXACT,MANIPUR,SENAPATI,True,LOW
3,12,0,0,0,6,0,0,1,7,1,2,1,2,3,0,1,0,0,0,0,24,90,1,22,9,3,5,0.0111111111111111,2013,0.0,2014,Manipur,TAMENGLONG,MANIPUR||TAMENGLONG,1313,-0.0176690930223115,0.0,0.0,MANIPUR,TAMENGLONG,True,EXACT,MANIPUR,TAMENGLONG,True,LOW
15,41,1,24,0,41,0,0,25,72,40,13,14,36,7,0,9,0,9,0,0,169,524,42,131,137,50,20,0.0801526717557251,2013,0.0911458333333333,2014,Manipur,THOUBAL,MANIPUR||THOUBAL,1316,0.0709110197899336,0.0709110197899336,0.0202348135433996,MANIPUR,THOUBAL,True,EXACT,MANIPUR,THOUBAL,True,MEDIUM
4,22,0,2,0,4,0,0,3,11,5,5,28,4,4,0,1,0,1,0,0,15,105,4,33,19,32,9,0.0380952380952381,2013,0.0172413793103448,2014,Manipur,UKHRUL,MANIPUR||UKHRUL,1319,0.0205363204464192,0.0205363204464192,0.0032949411360744,MANIPUR,UKHRUL,True,EXACT,MANIPUR,UKHRUL,True,LOW
13,16,6,5,0,7,3,10,5,32,8,0,1,6,0,0,6,0,0,0,0,74,188,11,66,58,7,0,0.0585106382978723,2013,0.0440251572327044,2014,Meghalaya,GARO HILLS EAST,MEGHALAYA||GARO HILLS EAST,1322,0.055333930444904,0.055333930444904,0.0113087732121996,MEGHALAYA,GARO HILLS EAST,False,UNMATCHED,,,False,MEDIUM
3,9,0,1,0,18,6,4,3,17,5,1,8,1,5,0,0,0,1,0,6,25,115,2,41,35,9,6,0.017391304347826,2013,0.0727272727272727,2014,Meghalaya,GARO HILLS NORTH,MEGHALAYA||GARO HILLS NORTH,1323,-0.0219997631803023,0.0,0.0727272727272727,MEGHALAYA,GARO HILLS NORTH,False,UNMATCHED,,,False,LOW
