STATE/UT,DISTRICT,YEAR,NEXT_YEAR,WOMEN_CRIME_TOTAL,WOMEN_VIOLENCE,RAPE_RATE_PROXY,KIDNAPPING_RATE_PROXY,WOMEN_CRIME_SHARE,VIOLENT_CRIME,SERIOUS_VIOLENT_CRIME,PROPERTY_CRIME,ECONOMIC_OFFENCES,PUBLIC_ORDER_CRIME,VIOLENT_CRIME_SHARE,PROPERTY_CRIME_SHARE,MURDER_SHARE,ROBBERY_SHARE,TOTAL IPC CRIMES,YEAR_NORMALIZED,NEXT_YEAR_WOMEN_CRIME_SHARE
ODISHA,DHENKANAL,2001,2002,161,156,0.0129645635263612,0.0121002592912705,0.139152981849611,191,82,160,26,75,0.1650821089023336,0.1382886776145203,0.0216076058772687,0.0224719101123595,1156,0.0,0.1094946401225114
ODISHA,GAJAPATI,2001,2002,38,36,0.0230414746543778,0.0115207373271889,0.0875576036866359,60,28,56,15,21,0.1382488479262673,0.1290322580645161,0.0437788018433179,0.0023041474654377,433,0.0,0.0892018779342723
ODISHA,GANJAM,2001,2002,154,148,0.0122836404243439,0.0078168620882188,0.0859854829704075,416,182,259,23,94,0.2322724734785036,0.1446119486320491,0.0323841429369067,0.0173087660524846,1790,0.0,0.1174311926605504
ODISHA,JAGATSINGHPUR,2001,2002,94,92,0.0091254752851711,0.0159695817490494,0.0714828897338403,222,84,248,13,31,0.1688212927756654,0.1885931558935361,0.0197718631178707,0.023574144486692,1314,0.0,0.072107765451664
ODISHA,JAJPUR,2001,2002,115,112,0.015758371634931,0.0091923834537097,0.0755088640840446,311,67,264,11,29,0.2042022324359816,0.1733420879842416,0.0137885751805646,0.0196979645436638,1522,0.0,0.0864928909952606
ODISHA,JHARSUGUDA,2001,2002,74,73,0.0159786950732356,0.0066577896138482,0.0985352862849534,108,57,143,17,10,0.1438082556591211,0.1904127829560586,0.0199733688415446,0.0159786950732356,750,0.0,0.0773558368495077
ODISHA,KALAHANDI,2001,2002,83,78,0.0236220472440944,0.0133858267716535,0.0653543307086614,283,97,185,17,94,0.2228346456692913,0.1456692913385826,0.0228346456692913,0.026771653543307,1269,0.0,0.0912087912087912
ODISHA,KANDHAMAL,2001,2002,202,187,0.0339660339660339,0.0249750249750249,0.2017982017982018,467,55,210,20,58,0.4665334665334665,0.2097902097902098,0.0239760239760239,0.0189810189810189,1000,0.0,0.2054794520547945
ODISHA,KENDRAPARA,2001,2002,349,173,0.0103969754253308,0.0141776937618147,0.329867674858223,135,82,159,18,28,0.1275992438563327,0.1502835538752363,0.0226843100189035,0.0198487712665406,1057,0.0,0.0881720430107526
ODISHA,KEONJHAR,2001,2002,245,229,0.0197607904316172,0.0098803952158086,0.1274050962038481,210,111,259,30,79,0.1092043681747269,0.1346853874154966,0.032241289651586,0.0083203328133125,1922,0.0,0.1318359375
ODISHA,KHURDA,2001,2002,323,314,0.0128028363206618,0.007681701792397,0.0636202481780579,1617,283,1609,153,117,0.3184951743155407,0.3169194406145361,0.009060468780776,0.0297419736064605,5076,0.0,0.0691235440137483
ODISHA,KORAPUT,2001,2002,370,246,0.0242966751918158,0.008312020460358,0.2365728900255754,238,92,265,43,72,0.1521739130434782,0.1694373401534527,0.0249360613810741,0.0102301790281329,1563,0.0,0.0963523743977976
ODISHA,MALKANGIR,2001,2002,59,59,0.028169014084507,0.0120724346076458,0.1187122736418511,166,73,85,10,28,0.3340040241448692,0.1710261569416499,0.0724346076458752,0.0160965794768611,496,0.0,0.108695652173913
ODISHA,MAYURBHANJ,2001,2002,342,342,0.0379310344827586,0.0152709359605911,0.1684729064039409,220,158,374,41,63,0.1083743842364532,0.1842364532019704,0.0364532019704433,0.0192118226600985,2029,0.0,0.1747285291214215
ODISHA,NAYAGARH,2001,2002,77,74,0.0199296600234466,0.0269636576787807,0.0902696365767878,197,89,118,12,52,0.2309495896834701,0.1383352872215709,0.0304806565064478,0.022274325908558,852,0.0,0.0519630484988452
ODISHA,NOWRANGPUR,2001,2002,85,78,0.0188953488372093,0.0159883720930232,0.1235465116279069,157,56,156,7,98,0.2281976744186046,0.2267441860465116,0.0276162790697674,0.0203488372093023,687,0.0,0.1084967320261438
ODISHA,NUAPADA,2001,2002,51,46,0.019271948608137,0.0085653104925053,0.1092077087794432,60,26,71,12,26,0.1284796573875803,0.15203426124197,0.0278372591006423,0.0235546038543897,466,0.0,0.1300813008130081
ODISHA,PURI,2001,2002,147,147,0.0186109850204266,0.014525646845211,0.0667271901951883,281,155,409,36,57,0.1275533363595097,0.185655923740354,0.0113481615978211,0.0149795733091239,2202,0.0,0.0499609679937548
ODISHA,RAYAGADA,2001,2002,77,75,0.0105757931844888,0.0070505287896592,0.09048178613396,134,56,110,15,73,0.1574618096357226,0.1292596944770857,0.0411280846063454,0.0035252643948296,850,0.0,0.1135416666666666
ODISHA,ROURKELA,2001,2002,85,72,0.0098846787479406,0.0049423393739703,0.0700164744645799,135,63,368,25,13,0.1112026359143327,0.3031301482701812,0.0164744645799011,0.0172981878088962,1213,0.0,0.0757946210268948
ODISHA,SAMBALPUR,2001,2002,140,131,0.0083333333333333,0.0060185185185185,0.0648148148148148,329,179,563,50,63,0.1523148148148148,0.2606481481481481,0.0180555555555555,0.0231481481481481,2159,0.0,0.0640419947506561
ODISHA,SONEPUR,2001,2002,61,57,0.0179775280898876,0.0089887640449438,0.1370786516853932,81,37,71,13,20,0.1820224719101123,0.1595505617977528,0.0202247191011235,0.0134831460674157,444,0.0,0.1431492842535787
ODISHA,SRP(CUTTACK),2001,2002,15,11,0.0021645021645021,0.0108225108225108,0.0324675324675324,39,14,308,4,1,0.0844155844155844,0.6666666666666666,0.0064935064935064,0.0173160173160173,461,0.0,0.025
ODISHA,SRP(ROURKELA),2001,2002,7,7,0.0074074074074074,0.0111111111111111,0.0259259259259259,31,18,157,2,7,0.1148148148148148,0.5814814814814815,0.0259259259259259,0.037037037037037,269,0.0,0.0354609929078014
ODISHA,SUNDARGARH,2001,2002,165,155,0.0217785843920145,0.0157289776164549,0.0998185117967332,541,156,320,26,59,0.3272837265577737,0.1935874168179068,0.043557168784029,0.0229885057471264,1652,0.0,0.0760743321718931
PUDUCHERRY,PONDICHERRY,2001,2002,79,52,0.0022118456623248,0.0009830425165888,0.0194150897026296,797,62,644,31,131,0.1958712214303268,0.1582698451708036,0.0061440157286802,0.0009830425165888,4068,0.0,0.0259125732311852
PUNJAB,AMRITSAR,2001,2002,136,136,0.0072289156626506,0.0273092369477911,0.1092369477911646,261,91,302,146,6,0.2096385542168674,0.242570281124498,0.0289156626506024,0.0048192771084337,1244,0.0,0.1014383043149129
PUNJAB,BARNALA,2001,2002,71,71,0.0239043824701195,0.0318725099601593,0.1414342629482071,116,45,69,54,5,0.2310756972111553,0.1374501992031872,0.0298804780876494,0.0,501,0.0,0.097069597069597
PUNJAB,BATALA,2001,2002,40,40,0.0203045685279187,0.015228426395939,0.1015228426395939,147,48,49,47,1,0.3730964467005076,0.1243654822335025,0.0456852791878172,0.0050761421319796,393,0.0,0.1123244929797191
PUNJAB,BHATINDA,2001,2002,104,104,0.0120259019426456,0.0138760407030527,0.0962072155411655,309,67,185,183,0,0.2858464384828862,0.1711378353376503,0.0231267345050878,0.0009250693802035,1080,0.0,0.0976627712854757
PUNJAB,FARIDKOT,2001,2002,52,52,0.0129310344827586,0.0237068965517241,0.1120689655172413,154,21,89,54,6,0.3318965517241379,0.1918103448275862,0.0258620689655172,0.0021551724137931,463,0.0,0.100990099009901
PUNJAB,FATEHGARH SAHIB,2001,2002,39,38,0.0163690476190476,0.0178571428571428,0.0580357142857142,140,44,107,60,2,0.2083333333333333,0.1592261904761904,0.0238095238095238,0.0074404761904761,671,0.0,0.0459363957597173
PUNJAB,FEROZEPUR,2001,2002,84,84,0.0198019801980198,0.0108010801080108,0.0756075607560756,448,113,187,130,5,0.4032403240324032,0.1683168316831683,0.045004500450045,0.0045004500450045,1110,0.0,0.075668623613829
PUNJAB,G.R.P,2001,2002,4,4,0.0,0.0,0.0082815734989648,17,13,44,109,0,0.0351966873706004,0.0910973084886128,0.020703933747412,0.0062111801242236,482,0.0,0.0127877237851662
PUNJAB,GURDASPUR,2001,2002,60,60,0.0206540447504302,0.0292598967297762,0.1032702237521514,139,46,66,43,1,0.2392426850258175,0.1135972461273666,0.0378657487091222,0.0068846815834767,580,0.0,0.0890243902439024
PUNJAB,HOSHIARPUR,2001,2002,110,110,0.0153473344103392,0.0161550888529886,0.0888529886914378,344,87,225,136,7,0.2778675282714055,0.1817447495961227,0.0379644588045234,0.0080775444264943,1237,0.0,0.085820895522388
PUNJAB,JAGRAON,2001,2002,77,75,0.029968454258675,0.029968454258675,0.1214511041009463,171,66,134,41,2,0.2697160883280757,0.2113564668769716,0.0425867507886435,0.0078864353312302,633,0.0,0.1043872919818457
PUNJAB,JALANDHAR,2001,2002,230,228,0.0085296506904955,0.0284321689683184,0.0934199837530463,482,156,513,305,10,0.1957757920389927,0.2083671811535337,0.0300568643379366,0.0024370430544272,2461,0.0,0.0733718054410552
PUNJAB,KAPURTHALA,2001,2002,81,81,0.0105820105820105,0.0224867724867724,0.1071428571428571,138,50,126,143,2,0.1825396825396825,0.1666666666666666,0.0264550264550264,0.0066137566137566,755,0.0,0.1106243154435925
PUNJAB,KHANNA,2001,2002,29,29,0.0123203285420944,0.0082135523613963,0.0595482546201232,119,42,82,43,3,0.24435318275154,0.1683778234086242,0.0349075975359342,0.0123203285420944,486,0.0,0.075
PUNJAB,LUDHIANA,2001,2002,445,432,0.0100369783412572,0.0232435287902799,0.1175382989963021,429,171,903,483,3,0.1133122028526149,0.2385103011093502,0.0195456946645536,0.0060750132065504,3785,0.0,0.0957691626836608
PUNJAB,MAJITHA,2001,2002,56,56,0.0179640718562874,0.0199600798403193,0.1117764471057884,167,61,46,41,0,0.3333333333333333,0.091816367265469,0.0518962075848303,0.0019960079840319,500,0.0,0.0793010752688172
PUNJAB,MANSA,2001,2002,19,19,0.0140845070422535,0.0117370892018779,0.0446009389671361,180,47,74,42,2,0.4225352112676056,0.1737089201877934,0.0586854460093896,0.0,425,0.0,0.0674157303370786
PUNJAB,MOGA,2001,2002,66,64,0.014569536423841,0.0185430463576158,0.0874172185430463,305,67,122,70,0,0.4039735099337748,0.1615894039735099,0.0304635761589403,0.0079470198675496,754,0.0,0.0652482269503546
PUNJAB,MUKTSAR,2001,2002,25,25,0.0069284064665127,0.0069284064665127,0.0577367205542725,151,49,92,49,0,0.348729792147806,0.2124711316397228,0.0438799076212471,0.0023094688221709,432,0.0,0.0856531049250535
PUNJAB,NAWAN SHAHR,2001,2002,50,50,0.0179445350734094,0.0212071778140293,0.0815660685154975,198,43,116,83,0,0.3230016313213703,0.1892332789559543,0.0277324632952691,0.0081566068515497,612,0.0,0.1006006006006006
PUNJAB,PATIALA,2001,2002,472,453,0.0038500167392032,0.0100435219283562,0.0790090391697355,594,163,992,458,0,0.0994308670907264,0.166052895882156,0.0093739537997991,0.0026782725142283,5973,0.0,0.074131998748827
PUNJAB,ROPAR,2001,2002,85,81,0.0046911649726348,0.0187646598905394,0.0664581704456606,182,50,195,125,5,0.1422986708365911,0.1524628616106333,0.0203283815480844,0.0007818608287724,1278,0.0,0.0649161196207148
PUNJAB,SANGRUR,2001,2002,111,107,0.0116640746500777,0.0217729393468118,0.0863141524105754,326,104,285,133,4,0.2534992223950233,0.2216174183514774,0.0357698289269051,0.010108864696734,1285,0.0,0.0841054882394868
PUNJAB,TARN TARAN,2001,2002,71,71,0.0157480314960629,0.0236220472440944,0.1118110236220472,218,94,98,69,0,0.3433070866141732,0.1543307086614173,0.058267716535433,0.0094488188976377,634,0.0,0.0933977455716586
RAJASTHAN,AJMER,2001,2002,492,492,0.0024172835775796,0.0200936697386312,0.0743314700105756,382,134,1249,327,139,0.0577126454147152,0.1886991992748149,0.0058921287203505,0.0069496902855416,6618,0.0,0.0750286368843069
RAJASTHAN,ALWAR,2001,2002,555,555,0.0048405466970387,0.0169419134396355,0.0790148063781321,2672,220,1303,403,489,0.3804100227790433,0.185506833712984,0.0121013667425968,0.0074031890660592,7023,0.0,0.084079236977256
RAJASTHAN,BANSWARA,2001,2002,425,424,0.0256483328583642,0.0173838700484468,0.1211171273867198,1969,90,241,62,478,0.5611285266457681,0.0686805357651752,0.0113992590481618,0.006554573952693,3508,0.0,0.0985696517412935
RAJASTHAN,BARAN,2001,2002,528,523,0.0186894323950161,0.0221504383940932,0.1218274111675127,621,166,601,120,214,0.1432856483617905,0.1386709736963544,0.0083064143977849,0.0073834794646977,4333,0.0,0.134412955465587
RAJASTHAN,BARMER,2001,2002,163,163,0.0054852320675105,0.0088607594936708,0.0687763713080168,941,49,305,71,88,0.3970464135021097,0.1286919831223628,0.0046413502109704,0.0050632911392405,2369,0.0,0.0843225542365943
RAJASTHAN,BHARATPUR,2001,2002,484,484,0.006582556226001,0.0172792100932528,0.0663741086121777,1827,216,1000,343,504,0.2505485463521668,0.1371365880416895,0.0102852441031267,0.0056226001097092,7291,0.0,0.0617385352498288
RAJASTHAN,BHILWARA,2001,2002,711,708,0.0066287878787878,0.035195707070707,0.112215909090909,891,143,1203,397,294,0.140625,0.1898674242424242,0.0053661616161616,0.0077335858585858,6335,0.0,0.1099484379739156
RAJASTHAN,BIKANER,2001,2002,290,290,0.0088540349101947,0.0091070073362003,0.0733620035416139,1195,126,594,229,134,0.3023020490766506,0.1502656210473058,0.0053124209461168,0.0010118897040222,3952,0.0,0.0763209393346379
RAJASTHAN,BUNDI,2001,2002,485,479,0.0088256925717087,0.0294189752390291,0.1189016915910762,1438,142,650,130,268,0.3525373866143663,0.1593527825447413,0.008090218190733,0.008090218190733,4078,0.0,0.1366666666666666
RAJASTHAN,CHITTORGARH,2001,2002,781,776,0.0094860540846665,0.02916607673793,0.1105762423899193,3179,151,1184,326,566,0.4500920288829109,0.1676341497947048,0.0058048987682287,0.0066543961489452,7062,0.0,0.1086385411837428
RAJASTHAN,CHURU,2001,2002,308,305,0.00833044081916,0.0090246442207566,0.1069073238458868,1095,78,350,155,222,0.3800763623741756,0.1214855952794168,0.0090246442207566,0.0038181187087816,2880,0.0,0.09593837535014
RAJASTHAN,DAUSA,2001,2002,148,148,0.0025373555117,0.0112771356075556,0.041725401747956,918,63,545,119,735,0.2588102621934028,0.1536509726529461,0.0078939949252889,0.0039469974626444,3546,0.0,0.0438716753496024
RAJASTHAN,DHOLPUR,2001,2002,215,215,0.0077494349370358,0.0138844042621892,0.069422021310946,1812,147,349,78,571,0.585082337746206,0.1126896997093961,0.0135615111398127,0.0087181143041653,3096,0.0,0.0817923186344238
RAJASTHAN,DUNGARPUR,2001,2002,190,190,0.0085085085085085,0.027027027027027,0.095095095095095,596,49,161,56,232,0.2982982982982983,0.0805805805805805,0.0155155155155155,0.004004004004004,1997,0.0,0.087248322147651
RAJASTHAN,G.R.P.,2001,2002,22,22,0.0010384215991692,0.0072689511941848,0.0228452751817237,43,21,606,15,18,0.0446521287642783,0.6292834890965732,0.0031152647975077,0.0124610591900311,962,0.0,0.034037558685446
RAJASTHAN,GANGANAGAR,2001,2002,642,640,0.0098021743004811,0.0140794867225093,0.1144181072892532,1305,162,677,454,47,0.2325788629477811,0.1206558545713776,0.0090892888968098,0.0024950989128497,5610,0.0,0.1158694846125324
RAJASTHAN,HANUMANGARH,2001,2002,443,443,0.008845084660096,0.0123831185241344,0.1119535001263583,1034,151,558,319,160,0.2613090725296942,0.1410159211523881,0.0141521354561536,0.00303260045489,3956,0.0,0.1075491209927611
RAJASTHAN,JAIPUR,2001,2002,970,969,0.0029604464935695,0.01198738170347,0.0470759524387284,4975,266,4403,1345,3244,0.2414462509099733,0.2136859985440427,0.0044164037854889,0.0038340208687211,20604,0.0,0.0533462164361269
RAJASTHAN,JAISALMER,2001,2002,50,50,0.0019588638589618,0.0078354554358472,0.048971596474045,454,13,197,41,34,0.4446620959843291,0.1929480901077375,0.0088148873653281,0.0039177277179236,1020,0.0,0.0468409586056644
RAJASTHAN,JALORE,2001,2002,211,211,0.003987240829346,0.0127591706539074,0.0841307814992025,175,65,273,81,78,0.0697767145135566,0.1088516746411483,0.0067783094098883,0.0043859649122807,2507,0.0,0.0826893353941267
RAJASTHAN,JHALAWAR,2001,2002,540,530,0.0183927560837577,0.0251839275608375,0.1528013582342954,1442,190,650,115,261,0.4080362195812111,0.1839275608375778,0.010752688172043,0.0127334465195246,3533,0.0,0.1488996856244641
RAJASTHAN,JHUNJHUNU,2001,2002,239,239,0.0046307579819644,0.0109675846941262,0.058250060931026,419,62,564,160,297,0.102120399707531,0.1374603948330489,0.0090177918596149,0.0014623446258835,4102,0.0,0.0626488804192472
RAJASTHAN,JODHPUR,2001,2002,505,501,0.0030599755201958,0.0119339045287637,0.0772643818849449,3060,155,1194,532,209,0.4681762545899632,0.1826805385556915,0.0045899632802937,0.006578947368421,6535,0.0,0.0818360471645143
RAJASTHAN,KARAULI,2001,2002,206,206,0.0072189755929872,0.0247507734616706,0.07081471295978,204,48,378,78,149,0.0701271914747335,0.129941560673771,0.0120316259883121,0.0041251289102784,2908,0.0,0.0704273504273504
RAJASTHAN,KOTA,2001,2002,741,735,0.006771397616468,0.0197724810400866,0.1003521126760563,1859,455,1757,355,272,0.2517605633802817,0.2379469122426868,0.0078548212351029,0.011646803900325,7383,0.0,0.1039975493950069
RAJASTHAN,NAGAUR,2001,2002,262,262,0.0048076923076923,0.0128933566433566,0.0572552447552447,669,89,706,187,84,0.1461975524475524,0.1542832167832167,0.0104895104895104,0.0050262237762237,4575,0.0,0.0716510903426791
RAJASTHAN,PALI,2001,2002,430,428,0.0053867700926524,0.0165912518853695,0.092652445593622,303,112,501,253,174,0.0652876535229476,0.107950872656755,0.0092652445593622,0.0030165912518853,4640,0.0,0.0862613501776549
RAJASTHAN,RAJSAMAND,2001,2002,227,226,0.004524886877828,0.0219282979463974,0.0790114862513052,1386,40,281,136,330,0.4824225548207448,0.0978071702053602,0.0052210233205708,0.0024364775495997,2872,0.0,0.0726429675425038
RAJASTHAN,SAWAI MADHOPUR,2001,2002,233,233,0.0061389337641357,0.0200323101777059,0.0752827140549273,285,74,444,136,199,0.0920840064620355,0.1434571890145395,0.0074313408723747,0.0100161550888529,3094,0.0,0.0821963394342762
RAJASTHAN,SIKAR,2001,2002,218,218,0.0029995385325334,0.0110752191970466,0.0502999538532533,1556,93,605,228,1005,0.3590216889709275,0.1395939086294416,0.010613751730503,0.0032302722658052,4333,0.0,0.0574599260172626
RAJASTHAN,SIROHI,2001,2002,162,162,0.0100640439158279,0.010978956999085,0.0741079597438243,722,82,295,109,118,0.3302836230558097,0.1349496797804208,0.0141811527904849,0.0073193046660567,2185,0.0,0.0743301642178046
RAJASTHAN,TONK,2001,2002,324,318,0.0043433827286663,0.0173735309146653,0.0827797649463464,1770,71,463,134,207,0.4522227899846704,0.1182933060807358,0.0048543689320388,0.0048543689320388,3913,0.0,0.0871890879914415
RAJASTHAN,UDAIPUR,2001,2002,410,408,0.0067546339930882,0.0252906063462142,0.0644046497015394,1636,211,885,265,486,0.256990260760289,0.1390197926484448,0.0105246622683003,0.0065975494816211,6365,0.0,0.0514947566129284
SIKKIM,EAST,2001,2002,19,11,0.025,0.0142857142857142,0.0678571428571428,49,27,111,11,2,0.175,0.3964285714285714,0.0464285714285714,0.0071428571428571,279,0.0,0.0669014084507042
SIKKIM,NORTH,2001,2002,0,0,0.0,0.0,0.0,5,1,5,3,0,0.1351351351351351,0.1351351351351351,0.027027027027027,0.0,36,0.0,0.0638297872340425
SIKKIM,SOUTH,2001,2002,6,2,0.0125,0.0125,0.075,13,9,18,0,0,0.1625,0.225,0.05,0.0,79,0.0,0.0666666666666666
SIKKIM,WEST,2001,2002,3,1,0.0,0.0196078431372549,0.0588235294117647,11,3,19,0,2,0.2156862745098039,0.3725490196078431,0.0196078431372549,0.0196078431372549,50,0.0,0.1029411764705882
TAMIL NADU,CHENGAI,2001,2002,167,159,0.0028425241614553,0.0011370096645821,0.0237350767481523,1046,228,1448,112,119,0.1486640136441159,0.2057987492893689,0.0110858442296759,0.0073905628197839,7035,0.0,0.0208721291123525
TAMIL NADU,CHENNAI,2001,2002,471,262,0.003839297956945,0.0054847113670643,0.0645824763471822,1434,516,2974,626,105,0.1966269025092554,0.4077882901412313,0.0124777183600713,0.0174139585904291,7292,0.0,0.1404948985575231
TAMIL NADU,CHENNAI RLY.,2001,2002,7,7,0.0,0.0,0.0141700404858299,53,14,163,7,15,0.1072874493927125,0.3299595141700405,0.0101214574898785,0.0161943319838056,493,0.0,0.0053571428571428
TAMIL NADU,COIMBATORE RURAL,2001,2002,221,196,0.0019745502413339,0.0041684949539271,0.0242430890741553,1669,170,1406,142,485,0.1830846862659061,0.1542343132953049,0.0084466871434839,0.0044975866608161,9115,0.0,0.0286584677874308
TAMIL NADU,COIMBATORE URBAN,2001,2002,108,70,0.0011458034947006,0.0040103122314523,0.0309366943569177,282,51,1150,134,80,0.0807791463763964,0.3294185047264394,0.0045832139788026,0.0042967631051274,3490,0.0,0.0238611713665943
TAMIL NADU,CUDDALORE,2001,2002,254,204,0.0019952612545205,0.0026187803965581,0.0316747724155131,1289,272,750,23,300,0.1607432348173089,0.093527871305649,0.0074822297044519,0.0041152263374485,8018,0.0,0.0333990980834272
TAMIL NADU,DHARMAPURI,2001,2002,149,141,0.0033177205308352,0.0068306010928961,0.0290788446526151,1472,198,670,39,507,0.2872755659640905,0.1307572209211553,0.0171740827478532,0.0042935206869633,5123,0.0,0.0312876052948255
TAMIL NADU,DINDIGUL,2001,2002,143,127,0.0030055817947617,0.0105195362816659,0.0306998711893516,695,159,664,34,98,0.1492056676685272,0.1425504508372692,0.0154572778016316,0.0027908973808501,4657,0.0,0.0274874177313201
TAMIL NADU,ERODE,2001,2002,171,155,0.001357056694813,0.0067852834740651,0.0257840772014475,2928,98,903,136,102,0.4414957780458383,0.1361580217129071,0.0094993968636911,0.0019601930036188,6631,0.0,0.0254987250637468
TAMIL NADU,KANCHIPURAM,2001,2002,100,82,0.0035952747817154,0.0022256462934429,0.0171203561034069,534,116,730,21,113,0.0914227015921931,0.1249785995548707,0.0077041602465331,0.0017120356103406,5840,0.0,0.0148665819567979
TAMIL NADU,KANYAKUMARI,2001,2002,250,80,0.001607286364854,0.003482453790517,0.0669702652022502,1237,102,495,33,28,0.3313688722207339,0.1326011251004554,0.008840075006697,0.001071524243236,3732,0.0,0.0376162299239222
TAMIL NADU,KARUR,2001,2002,54,52,0.0017809439002671,0.0048975957257346,0.0240427426536064,273,49,278,26,44,0.1215494211932324,0.1237756010685663,0.0124666073018699,0.004007123775601,2245,0.0,0.0232558139534883
TAMIL NADU,MADURAI RURAL,2001,2002,177,169,0.0026650266502665,0.006150061500615,0.0362853628536285,2513,157,543,86,320,0.515170151701517,0.1113161131611316,0.013120131201312,0.008610086100861,4877,0.0,0.037219730941704
TAMIL NADU,MADURAI URBAN,2001,2002,136,84,0.0004805382027871,0.0062469966362325,0.0326765977895242,518,120,1039,318,94,0.1244593945218644,0.2496395963479096,0.008169149447381,0.0079288803459875,4161,0.0,0.056910569105691
TAMIL NADU,NAGAPATTINAM,2001,2002,121,108,0.0032214765100671,0.0077852348993288,0.03248322147651,1436,112,415,20,126,0.385503355704698,0.1114093959731543,0.0096644295302013,0.0005369127516778,3724,0.0,0.0418513047759724
TAMIL NADU,NAMAKKAL,2001,2002,97,84,0.0026315789473684,0.0060150375939849,0.0364661654135338,1673,73,218,17,66,0.6289473684210526,0.0819548872180451,0.0135338345864661,0.0022556390977443,2659,0.0,0.0333509793541556
TAMIL NADU,NILGIRIS,2001,2002,42,37,0.0060105184072126,0.0037565740045078,0.0315552216378662,281,36,216,13,39,0.2111194590533433,0.1622839969947408,0.0120210368144252,0.0037565740045078,1330,0.0,0.0419985517740767
TAMIL NADU,PERAMBALUR,2001,2002,46,46,0.0027247956403269,0.0118074477747502,0.0417801998183469,426,30,83,29,66,0.3869209809264305,0.0753860127157129,0.0090826521344232,0.0018165304268846,1100,0.0,0.0596862210095497
TAMIL NADU,PUDUKOTTAI,2001,2002,95,91,0.0014632718759145,0.0079016681299385,0.0278021656423763,517,65,326,13,221,0.1513023119695639,0.0954053263096283,0.0087796312554872,0.0014632718759145,3416,0.0,0.0371462264150943
TAMIL NADU,RAMNATHAPURAM,2001,2002,130,118,0.0040185471406491,0.0080370942812983,0.0401854714064915,825,89,283,32,233,0.2550231839258114,0.0874806800618238,0.0102009273570324,0.0012364760432766,3234,0.0,0.0372592358699084
TAMIL NADU,SALEM RURAL,2001,2002,118,111,0.0018930430667297,0.0082820634169427,0.027922385234264,1190,130,269,7,204,0.281590156176053,0.0636535731187884,0.0184571699006152,0.0018930430667297,4225,0.0,0.0288376220053238
TAMIL NADU,SALEM URBAN,2001,2002,46,33,0.0010828370330265,0.0054141851651326,0.0249052517596101,251,46,560,60,42,0.1358960476448294,0.3031943692474282,0.0064970221981591,0.0108283703302652,1846,0.0,0.0255383074611917
TAMIL NADU,SIVAGANGAI,2001,2002,53,51,0.0016496205872649,0.0052787858792477,0.0174859782250082,1134,87,501,32,122,0.3741339491916859,0.1652919828439459,0.0085780270537776,0.0032992411745298,3030,0.0,0.0352982703847511
TAMIL NADU,THANJAVUR,2001,2002,185,139,0.0,0.0156829198745366,0.0527516395779868,1082,140,625,42,176,0.3085258055317935,0.17821499857428,0.0139720558882235,0.0045623039635015,3506,0.0,0.0314578005115089
TAMIL NADU,THENI,2001,2002,72,64,0.0015111446921042,0.0068001511144692,0.0272006044578768,953,42,337,67,78,0.360030222893842,0.1273139403097846,0.006044578768417,0.0034000755572346,2646,0.0,0.0387491502379333
TAMIL NADU,THIRUNELVELI RURAL,2001,2002,356,294,0.0089749645725082,0.0103920642418516,0.0560541646984726,1158,226,900,77,199,0.1823334907888521,0.141709966934341,0.0116517083923791,0.0042512990080302,6350,0.0,0.0500754147812971
TAMIL NADU,THIRUNELVELI URBAN,2001,2002,47,26,0.0019108280254777,0.0095541401273885,0.029936305732484,150,71,315,11,12,0.0955414012738853,0.2006369426751592,0.0076433121019108,0.0063694267515923,1569,0.0,0.0454189506656225
TAMIL NADU,THIRUVALLUR,2001,2002,149,132,0.0046122801960219,0.0069184202940328,0.042951859325454,634,104,345,33,229,0.1827616027673681,0.0994522917267224,0.0098010954165465,0.003170942634765,3468,0.0,0.0550788818156656
TAMIL NADU,THIRUVANNAMALAI,2001,2002,126,117,0.0010526315789473,0.0084210526315789,0.0265263157894736,1003,92,579,37,232,0.2111578947368421,0.1218947368421052,0.0092631578947368,0.0029473684210526,4749,0.0,0.0331045619701251
TAMIL NADU,THIRUVARUR,2001,2002,111,93,0.0022996057818659,0.0098554533508541,0.0364651773981603,1042,93,284,18,108,0.3423127463863337,0.0932982917214191,0.0101839684625492,0.0019710906701708,3043,0.0,0.0351362021318594
TAMIL NADU,THOOTHUGUDI,2001,2002,228,181,0.0022680022680022,0.0071820071820071,0.043092043092043,819,201,691,55,159,0.1547911547911548,0.1305991305991306,0.013041013041013,0.0064260064260064,5290,0.0,0.0416421135336869
TAMIL NADU,TRICHY RLY.,2001,2002,3,0,0.0,0.0,0.0144927536231884,18,1,43,1,4,0.0869565217391304,0.2077294685990338,0.0,0.0048309178743961,206,0.0,0.0171673819742489
TAMIL NADU,TRICHY RURAL,2001,2002,57,52,0.0019323671497584,0.0061191626409017,0.0183574879227053,1188,92,263,20,59,0.3826086956521739,0.0847020933977455,0.0167471819645732,0.0,3104,0.0,0.0156673696896655
TAMIL NADU,TRICHY URBAN,2001,2002,98,47,0.0021929824561403,0.0048245614035087,0.0429824561403508,678,49,620,68,10,0.2973684210526315,0.2719298245614035,0.0105263157894736,0.0026315789473684,2279,0.0,0.0653044871794871
